geneID,median_adult Ce,mean_adult Ce
WBGene00170779,1.00E-10,1.00E-10
WBGene00170780,1.00E-10,1.00E-10
WBGene00170781,1.00E-10,1.00E-10
WBGene00170782,1.00E-10,1.00E-10
WBGene00170783,1.00E-10,1.00E-10
WBGene00170784,1.00E-10,1.00E-10
WBGene00170785,1.00E-10,1.00E-10
WBGene00170786,1.00E-10,1.00E-10
WBGene00170787,1.00E-10,1.00E-10
WBGene00170788,1.00E-10,1.00E-10
WBGene00170789,1.00E-10,1.00E-10
WBGene00170790,1.00E-10,1.00E-10
WBGene00170791,1.00E-10,1.00E-10
WBGene00170792,1.00E-10,1.00E-10
WBGene00170793,1.00E-10,1.00E-10
WBGene00170794,1.00E-10,1.00E-10
WBGene00170795,1.00E-10,1.00E-10
WBGene00170796,1.00E-10,1.00E-10
WBGene00170797,1.00E-10,1.00E-10
WBGene00170798,1.00E-10,1.00E-10
WBGene00170799,1.00E-10,1.00E-10
WBGene00170800,1.00E-10,1.00E-10
WBGene00170801,1.00E-10,1.00E-10
WBGene00170802,1.00E-10,1.00E-10
WBGene00170803,1.00E-10,1.00E-10
WBGene00170804,1.00E-10,1.00E-10
WBGene00170805,1.00E-10,1.00E-10
WBGene00170806,1.00E-10,1.00E-10
WBGene00170807,1.00E-10,1.00E-10
WBGene00170808,1.00E-10,1.00E-10
WBGene00170809,1.00E-10,1.00E-10
WBGene00170810,1.00E-10,1.00E-10
WBGene00170811,1.00E-10,1.00E-10
WBGene00170812,1.00E-10,1.00E-10
WBGene00170813,1.00E-10,1.00E-10
WBGene00170814,1.00E-10,1.00E-10
WBGene00170815,1.00E-10,1.00E-10
WBGene00170816,1.00E-10,1.00E-10
WBGene00170817,1.00E-10,1.00E-10
WBGene00170818,1.00E-10,1.00E-10
WBGene00170819,1.00E-10,1.00E-10
WBGene00170820,1.00E-10,1.00E-10
WBGene00170821,1.00E-10,1.00E-10
WBGene00170822,1.00E-10,1.00E-10
WBGene00170823,1.00E-10,1.00E-10
WBGene00170824,1.00E-10,1.00E-10
WBGene00170825,1.00E-10,1.00E-10
WBGene00170826,1.00E-10,1.00E-10
WBGene00170827,1.00E-10,1.00E-10
WBGene00170828,1.00E-10,1.00E-10
WBGene00170829,1.00E-10,1.00E-10
WBGene00170830,1.00E-10,1.00E-10
WBGene00170831,1.00E-10,1.00E-10
WBGene00170832,1.00E-10,1.00E-10
WBGene00170833,1.00E-10,1.00E-10
WBGene00170834,1.00E-10,1.00E-10
WBGene00170835,1.00E-10,1.00E-10
WBGene00170836,1.00E-10,1.00E-10
WBGene00170837,1.00E-10,1.00E-10
WBGene00170838,1.00E-10,1.00E-10
WBGene00170839,1.00E-10,1.00E-10
WBGene00170840,1.00E-10,1.00E-10
WBGene00170841,1.00E-10,1.00E-10
WBGene00170842,1.00E-10,1.00E-10
WBGene00170843,1.00E-10,1.00E-10
WBGene00170844,1.00E-10,1.00E-10
WBGene00170845,1.00E-10,1.00E-10
WBGene00170846,1.00E-10,1.00E-10
WBGene00170847,1.00E-10,1.00E-10
WBGene00170848,1.00E-10,1.00E-10
WBGene00170849,1.00E-10,1.00E-10
WBGene00170850,1.00E-10,1.00E-10
WBGene00170851,1.00E-10,1.00E-10
WBGene00170852,1.00E-10,1.00E-10
WBGene00170853,1.00E-10,1.00E-10
WBGene00170854,1.00E-10,1.00E-10
WBGene00170855,1.00E-10,1.00E-10
WBGene00170856,1.00E-10,1.00E-10
WBGene00170857,1.00E-10,1.00E-10
WBGene00170858,1.00E-10,1.00E-10
WBGene00170859,1.00E-10,1.00E-10
WBGene00170860,1.00E-10,1.00E-10
WBGene00170861,1.00E-10,1.00E-10
WBGene00170862,1.00E-10,1.00E-10
WBGene00170863,1.00E-10,1.00E-10
WBGene00170864,1.00E-10,1.00E-10
WBGene00170865,1.00E-10,1.00E-10
WBGene00170866,1.00E-10,1.00E-10
WBGene00170867,1.00E-10,1.00E-10
WBGene00170868,1.00E-10,1.00E-10
WBGene00170869,1.00E-10,1.00E-10
WBGene00170870,1.00E-10,1.00E-10
WBGene00170871,1.00E-10,1.00E-10
WBGene00170872,1.00E-10,1.00E-10
WBGene00170873,1.00E-10,1.00E-10
WBGene00170874,1.00E-10,1.00E-10
WBGene00170875,1.00E-10,1.00E-10
WBGene00170876,1.00E-10,1.00E-10
WBGene00170877,1.00E-10,1.00E-10
WBGene00170878,1.00E-10,1.00E-10
WBGene00170879,1.00E-10,1.00E-10
WBGene00170880,1.00E-10,1.00E-10
WBGene00170881,1.00E-10,1.00E-10
WBGene00170882,1.00E-10,1.00E-10
WBGene00170883,1.00E-10,1.00E-10
WBGene00170884,1.00E-10,1.00E-10
WBGene00170885,1.00E-10,1.00E-10
WBGene00170886,1.00E-10,1.00E-10
WBGene00170887,1.00E-10,1.00E-10
WBGene00170888,1.00E-10,1.00E-10
WBGene00170889,1.00E-10,1.00E-10
WBGene00170890,1.00E-10,1.00E-10
WBGene00170891,1.00E-10,1.00E-10
WBGene00170892,1.00E-10,1.00E-10
WBGene00170893,1.00E-10,1.00E-10
WBGene00170894,1.00E-10,1.00E-10
WBGene00170895,1.00E-10,1.00E-10
WBGene00170896,1.00E-10,1.00E-10
WBGene00170897,1.00E-10,1.00E-10
WBGene00170898,1.00E-10,1.00E-10
WBGene00170899,1.00E-10,1.00E-10
WBGene00170900,1.00E-10,1.00E-10
WBGene00170901,1.00E-10,1.00E-10
WBGene00170902,1.00E-10,1.00E-10
WBGene00170903,1.00E-10,1.00E-10
WBGene00170904,1.00E-10,1.00E-10
WBGene00170905,1.00E-10,1.00E-10
WBGene00170906,1.00E-10,1.00E-10
WBGene00170907,1.00E-10,1.00E-10
WBGene00170908,1.00E-10,1.00E-10
WBGene00170909,1.00E-10,1.00E-10
WBGene00170910,1.00E-10,1.00E-10
WBGene00170911,1.00E-10,1.00E-10
WBGene00170912,1.00E-10,1.00E-10
WBGene00170913,1.00E-10,1.00E-10
WBGene00170914,1.00E-10,1.00E-10
WBGene00170915,1.00E-10,1.00E-10
WBGene00170916,1.00E-10,1.00E-10
WBGene00170917,1.00E-10,1.00E-10
WBGene00170918,1.00E-10,1.00E-10
WBGene00170919,1.00E-10,1.00E-10
WBGene00170920,1.00E-10,1.00E-10
WBGene00170921,1.00E-10,1.00E-10
WBGene00170922,1.00E-10,1.00E-10
WBGene00170923,1.00E-10,1.00E-10
WBGene00170924,1.00E-10,1.00E-10
WBGene00170925,1.00E-10,1.00E-10
WBGene00170926,1.00E-10,1.00E-10
WBGene00170927,1.00E-10,1.00E-10
WBGene00170928,1.00E-10,1.00E-10
WBGene00170929,1.00E-10,1.00E-10
WBGene00170930,1.00E-10,1.00E-10
WBGene00170931,1.00E-10,1.00E-10
WBGene00170932,1.00E-10,1.00E-10
WBGene00170933,1.00E-10,1.00E-10
WBGene00170934,1.00E-10,1.00E-10
WBGene00170935,1.00E-10,1.00E-10
WBGene00170936,1.00E-10,1.00E-10
WBGene00170937,1.00E-10,1.00E-10
WBGene00170938,1.00E-10,1.00E-10
WBGene00170939,1.00E-10,1.00E-10
WBGene00170940,1.00E-10,1.00E-10
WBGene00170941,1.00E-10,1.00E-10
WBGene00170942,1.00E-10,1.00E-10
WBGene00170943,1.00E-10,1.00E-10
WBGene00170944,1.00E-10,1.00E-10
WBGene00170945,1.00E-10,1.00E-10
WBGene00170946,1.00E-10,1.00E-10
WBGene00170947,1.00E-10,1.00E-10
WBGene00170948,1.00E-10,1.00E-10
WBGene00170949,1.00E-10,1.00E-10
WBGene00170950,1.00E-10,1.00E-10
WBGene00170951,1.00E-10,1.00E-10
WBGene00170952,1.00E-10,1.00E-10
WBGene00170953,1.00E-10,1.00E-10
WBGene00170954,1.00E-10,1.00E-10
WBGene00170955,1.00E-10,1.00E-10
WBGene00170956,1.00E-10,1.00E-10
WBGene00170957,1.00E-10,1.00E-10
WBGene00170958,1.00E-10,1.00E-10
WBGene00170959,1.00E-10,1.00E-10
WBGene00170960,1.00E-10,1.00E-10
WBGene00170961,1.00E-10,1.00E-10
WBGene00170962,1.00E-10,1.00E-10
WBGene00170963,1.00E-10,1.00E-10
WBGene00170964,1.00E-10,1.00E-10
WBGene00170965,1.00E-10,1.00E-10
WBGene00170966,1.00E-10,1.00E-10
WBGene00170967,1.00E-10,1.00E-10
WBGene00170968,1.00E-10,1.00E-10
WBGene00170969,1.00E-10,1.00E-10
WBGene00170970,1.00E-10,1.00E-10
WBGene00170971,1.00E-10,1.00E-10
WBGene00170972,1.00E-10,1.00E-10
WBGene00170973,1.00E-10,1.00E-10
WBGene00170974,1.00E-10,1.00E-10
WBGene00170975,1.00E-10,1.00E-10
WBGene00170976,1.00E-10,1.00E-10
WBGene00170977,1.00E-10,1.00E-10
WBGene00170978,1.00E-10,1.00E-10
WBGene00170979,1.00E-10,1.00E-10
WBGene00170980,1.00E-10,1.00E-10
WBGene00170981,1.00E-10,1.00E-10
WBGene00170982,1.00E-10,1.00E-10
WBGene00170983,1.00E-10,1.00E-10
WBGene00170984,1.00E-10,1.00E-10
WBGene00170985,1.00E-10,1.00E-10
WBGene00170986,1.00E-10,1.00E-10
WBGene00170987,1.00E-10,1.00E-10
WBGene00170988,1.00E-10,1.00E-10
WBGene00170989,1.00E-10,1.00E-10
WBGene00170990,1.00E-10,1.00E-10
WBGene00170991,1.00E-10,1.00E-10
WBGene00170992,1.00E-10,1.00E-10
WBGene00170993,1.00E-10,1.00E-10
WBGene00170994,1.00E-10,1.00E-10
WBGene00170995,1.00E-10,1.00E-10
WBGene00170996,1.00E-10,1.00E-10
WBGene00170997,1.00E-10,1.00E-10
WBGene00170998,1.00E-10,1.00E-10
WBGene00170999,1.00E-10,1.00E-10
WBGene00171000,1.00E-10,1.00E-10
WBGene00171001,1.00E-10,1.00E-10
WBGene00171002,1.00E-10,1.00E-10
WBGene00171003,1.00E-10,1.00E-10
WBGene00171004,1.00E-10,1.00E-10
WBGene00171005,1.00E-10,1.00E-10
WBGene00171006,1.00E-10,1.00E-10
WBGene00171007,1.00E-10,1.00E-10
WBGene00171008,1.00E-10,1.00E-10
WBGene00171009,1.00E-10,1.00E-10
WBGene00171010,1.00E-10,1.00E-10
WBGene00171011,1.00E-10,1.00E-10
WBGene00171012,1.00E-10,1.00E-10
WBGene00171013,1.00E-10,1.00E-10
WBGene00171014,1.00E-10,1.00E-10
WBGene00171015,1.00E-10,1.00E-10
WBGene00171016,1.00E-10,1.00E-10
WBGene00171017,1.00E-10,1.00E-10
WBGene00171018,1.00E-10,1.00E-10
WBGene00171019,1.00E-10,1.00E-10
WBGene00171020,1.00E-10,1.00E-10
WBGene00171021,1.00E-10,1.00E-10
WBGene00171022,1.00E-10,1.00E-10
WBGene00171023,1.00E-10,1.00E-10
WBGene00171024,1.00E-10,1.00E-10
WBGene00171025,1.00E-10,1.00E-10
WBGene00171026,1.00E-10,1.00E-10
WBGene00171027,1.00E-10,1.00E-10
WBGene00171028,1.00E-10,1.00E-10
WBGene00171029,1.00E-10,1.00E-10
WBGene00171030,1.00E-10,1.00E-10
WBGene00171031,1.00E-10,1.00E-10
WBGene00171032,1.00E-10,1.00E-10
WBGene00171033,1.00E-10,1.00E-10
WBGene00171034,1.00E-10,1.00E-10
WBGene00171035,1.00E-10,1.00E-10
WBGene00171036,1.00E-10,1.00E-10
WBGene00171037,1.00E-10,1.00E-10
WBGene00171038,1.00E-10,1.00E-10
WBGene00171039,1.00E-10,1.00E-10
WBGene00171040,1.00E-10,1.00E-10
WBGene00171041,1.00E-10,1.00E-10
WBGene00171042,1.00E-10,1.00E-10
WBGene00171043,1.00E-10,1.00E-10
WBGene00171044,1.00E-10,1.00E-10
WBGene00171045,1.00E-10,1.00E-10
WBGene00171046,1.00E-10,1.00E-10
WBGene00171047,1.00E-10,1.00E-10
WBGene00171048,1.00E-10,1.00E-10
WBGene00171049,1.00E-10,1.00E-10
WBGene00171050,1.00E-10,1.00E-10
WBGene00171051,1.00E-10,1.00E-10
WBGene00171052,1.00E-10,1.00E-10
WBGene00171053,1.00E-10,1.00E-10
WBGene00171054,1.00E-10,1.00E-10
WBGene00171055,1.00E-10,1.00E-10
WBGene00171056,1.00E-10,1.00E-10
WBGene00171057,1.00E-10,1.00E-10
WBGene00171058,1.00E-10,1.00E-10
WBGene00171059,1.00E-10,1.00E-10
WBGene00171060,1.00E-10,1.00E-10
WBGene00171061,1.00E-10,1.00E-10
WBGene00171062,1.00E-10,1.00E-10
WBGene00171063,1.00E-10,1.00E-10
WBGene00171064,1.00E-10,1.00E-10
WBGene00171065,1.00E-10,1.00E-10
WBGene00171066,1.00E-10,1.00E-10
WBGene00171067,1.00E-10,1.00E-10
WBGene00171068,1.00E-10,1.00E-10
WBGene00171069,1.00E-10,1.00E-10
WBGene00171070,1.00E-10,1.00E-10
WBGene00171071,1.00E-10,1.00E-10
WBGene00171072,1.00E-10,1.00E-10
WBGene00171073,1.00E-10,1.00E-10
WBGene00171074,1.00E-10,1.00E-10
WBGene00171075,1.00E-10,1.00E-10
WBGene00171076,1.00E-10,1.00E-10
WBGene00171077,1.00E-10,1.00E-10
WBGene00171078,1.00E-10,1.00E-10
WBGene00171079,1.00E-10,1.00E-10
WBGene00171080,1.00E-10,1.00E-10
WBGene00171081,1.00E-10,1.00E-10
WBGene00171082,1.00E-10,1.00E-10
WBGene00171083,1.00E-10,1.00E-10
WBGene00171084,1.00E-10,1.00E-10
WBGene00171085,1.00E-10,1.00E-10
WBGene00171086,1.00E-10,1.00E-10
WBGene00171087,1.00E-10,1.00E-10
WBGene00171088,1.00E-10,1.00E-10
WBGene00171089,1.00E-10,1.00E-10
WBGene00171090,1.00E-10,1.00E-10
WBGene00171091,1.00E-10,1.00E-10
WBGene00171092,1.00E-10,1.00E-10
WBGene00171093,1.00E-10,1.00E-10
WBGene00171094,1.00E-10,1.00E-10
WBGene00171095,1.00E-10,1.00E-10
WBGene00171096,1.00E-10,1.00E-10
WBGene00171097,1.00E-10,1.00E-10
WBGene00171098,1.00E-10,1.00E-10
WBGene00171099,1.00E-10,1.00E-10
WBGene00171100,1.00E-10,1.00E-10
WBGene00171101,1.00E-10,1.00E-10
WBGene00171102,1.00E-10,1.00E-10
WBGene00171103,1.00E-10,1.00E-10
WBGene00171104,1.00E-10,1.00E-10
WBGene00171105,1.00E-10,1.00E-10
WBGene00171106,1.00E-10,1.00E-10
WBGene00171107,1.00E-10,1.00E-10
WBGene00171108,1.00E-10,1.00E-10
WBGene00171109,1.00E-10,1.00E-10
WBGene00171110,1.00E-10,1.00E-10
WBGene00171111,1.00E-10,1.00E-10
WBGene00171112,1.00E-10,1.00E-10
WBGene00171113,1.00E-10,1.00E-10
WBGene00171114,1.00E-10,1.00E-10
WBGene00171115,1.00E-10,1.00E-10
WBGene00171116,1.00E-10,1.00E-10
WBGene00171117,1.00E-10,1.00E-10
WBGene00171118,1.00E-10,1.00E-10
WBGene00171119,1.00E-10,1.00E-10
WBGene00171120,1.00E-10,1.00E-10
WBGene00171121,1.00E-10,1.00E-10
WBGene00171122,1.00E-10,1.00E-10
WBGene00171123,1.00E-10,1.00E-10
WBGene00171124,1.00E-10,1.00E-10
WBGene00171125,1.00E-10,1.00E-10
WBGene00171126,1.00E-10,1.00E-10
WBGene00171127,1.00E-10,1.00E-10
WBGene00171128,1.00E-10,1.00E-10
WBGene00171129,1.00E-10,1.00E-10
WBGene00171130,1.00E-10,1.00E-10
WBGene00171131,1.00E-10,1.00E-10
WBGene00171132,1.00E-10,1.00E-10
WBGene00171133,1.00E-10,1.00E-10
WBGene00171134,1.00E-10,1.00E-10
WBGene00171135,1.00E-10,1.00E-10
WBGene00171136,1.00E-10,1.00E-10
WBGene00171137,1.00E-10,1.00E-10
WBGene00171138,1.00E-10,1.00E-10
WBGene00171139,1.00E-10,1.00E-10
WBGene00171140,1.00E-10,1.00E-10
WBGene00171141,1.00E-10,1.00E-10
WBGene00171142,1.00E-10,1.00E-10
WBGene00171143,1.00E-10,1.00E-10
WBGene00171144,1.00E-10,1.00E-10
WBGene00171145,1.00E-10,1.00E-10
WBGene00171146,1.00E-10,1.00E-10
WBGene00171147,1.00E-10,1.00E-10
WBGene00171148,1.00E-10,1.00E-10
WBGene00171149,1.00E-10,1.00E-10
WBGene00171150,1.00E-10,1.00E-10
WBGene00171151,1.00E-10,1.00E-10
WBGene00171152,1.00E-10,1.00E-10
WBGene00171153,1.00E-10,1.00E-10
WBGene00171154,1.00E-10,1.00E-10
WBGene00171155,1.00E-10,1.00E-10
WBGene00171156,1.00E-10,1.00E-10
WBGene00171157,1.00E-10,1.00E-10
WBGene00171158,1.00E-10,1.00E-10
WBGene00171159,1.00E-10,1.00E-10
WBGene00171160,1.00E-10,1.00E-10
WBGene00171161,1.00E-10,1.00E-10
WBGene00171162,1.00E-10,1.00E-10
WBGene00171163,1.00E-10,1.00E-10
WBGene00171164,1.00E-10,1.00E-10
WBGene00171165,1.00E-10,1.00E-10
WBGene00171166,1.00E-10,1.00E-10
WBGene00171167,1.00E-10,1.00E-10
WBGene00171168,1.00E-10,1.00E-10
WBGene00171169,1.00E-10,1.00E-10
WBGene00171170,1.00E-10,1.00E-10
WBGene00171171,1.00E-10,1.00E-10
WBGene00171172,1.00E-10,1.00E-10
WBGene00171173,1.00E-10,1.00E-10
WBGene00171174,1.00E-10,1.00E-10
WBGene00171175,1.00E-10,1.00E-10
WBGene00171176,1.00E-10,1.00E-10
WBGene00171177,1.00E-10,1.00E-10
WBGene00171178,1.00E-10,1.00E-10
WBGene00171179,1.00E-10,1.00E-10
WBGene00171180,1.00E-10,1.00E-10
WBGene00171181,1.00E-10,1.00E-10
WBGene00171182,1.00E-10,1.00E-10
WBGene00171183,1.00E-10,1.00E-10
WBGene00171184,1.00E-10,1.00E-10
WBGene00171185,1.00E-10,1.00E-10
WBGene00171186,1.00E-10,1.00E-10
WBGene00171187,1.00E-10,1.00E-10
WBGene00171188,1.00E-10,1.00E-10
WBGene00171189,1.00E-10,1.00E-10
WBGene00171190,1.00E-10,1.00E-10
WBGene00171191,1.00E-10,1.00E-10
WBGene00171192,1.00E-10,1.00E-10
WBGene00171193,1.00E-10,1.00E-10
WBGene00171194,1.00E-10,1.00E-10
WBGene00171195,1.00E-10,1.00E-10
WBGene00171196,1.00E-10,1.00E-10
WBGene00171197,1.00E-10,1.00E-10
WBGene00171198,1.00E-10,1.00E-10
WBGene00171199,1.00E-10,1.00E-10
WBGene00171200,1.00E-10,1.00E-10
WBGene00171201,1.00E-10,1.00E-10
WBGene00171202,1.00E-10,1.00E-10
WBGene00171203,1.00E-10,1.00E-10
WBGene00171204,1.00E-10,1.00E-10
WBGene00171205,1.00E-10,1.00E-10
WBGene00171206,1.00E-10,1.00E-10
WBGene00171207,1.00E-10,1.00E-10
WBGene00171208,1.00E-10,1.00E-10
WBGene00171209,1.00E-10,1.00E-10
WBGene00171210,1.00E-10,1.00E-10
WBGene00171211,1.00E-10,1.00E-10
WBGene00171212,1.00E-10,1.00E-10
WBGene00171213,1.00E-10,1.00E-10
WBGene00171214,1.00E-10,1.00E-10
WBGene00171215,1.00E-10,1.00E-10
WBGene00171216,1.00E-10,1.00E-10
WBGene00171217,1.00E-10,1.00E-10
WBGene00171218,1.00E-10,1.00E-10
WBGene00171219,1.00E-10,1.00E-10
WBGene00171220,1.00E-10,1.00E-10
WBGene00171221,1.00E-10,1.00E-10
WBGene00171222,1.00E-10,1.00E-10
WBGene00171223,1.00E-10,1.00E-10
WBGene00171224,1.00E-10,1.00E-10
WBGene00171225,1.00E-10,1.00E-10
WBGene00171226,1.00E-10,1.00E-10
WBGene00171227,1.00E-10,1.00E-10
WBGene00171228,1.00E-10,1.00E-10
WBGene00171229,1.00E-10,1.00E-10
WBGene00171230,1.00E-10,1.00E-10
WBGene00171231,1.00E-10,1.00E-10
WBGene00171232,1.00E-10,1.00E-10
WBGene00171233,1.00E-10,1.00E-10
WBGene00171234,1.00E-10,1.00E-10
WBGene00171235,1.00E-10,1.00E-10
WBGene00171236,1.00E-10,1.00E-10
WBGene00171237,1.00E-10,1.00E-10
WBGene00171238,1.00E-10,1.00E-10
WBGene00171239,1.00E-10,1.00E-10
WBGene00171240,1.00E-10,1.00E-10
WBGene00171241,1.00E-10,1.00E-10
WBGene00171242,1.00E-10,1.00E-10
WBGene00171243,1.00E-10,1.00E-10
WBGene00171244,1.00E-10,1.00E-10
WBGene00171245,1.00E-10,1.00E-10
WBGene00171246,1.00E-10,1.00E-10
WBGene00171247,1.00E-10,1.00E-10
WBGene00171248,1.00E-10,1.00E-10
WBGene00171249,1.00E-10,1.00E-10
WBGene00171250,1.00E-10,1.00E-10
WBGene00171251,1.00E-10,1.00E-10
WBGene00171252,1.00E-10,1.00E-10
WBGene00171253,1.00E-10,1.00E-10
WBGene00171254,1.00E-10,1.00E-10
WBGene00171255,1.00E-10,1.00E-10
WBGene00171256,1.00E-10,1.00E-10
WBGene00171257,1.00E-10,1.00E-10
WBGene00171258,1.00E-10,1.00E-10
WBGene00171259,1.00E-10,1.00E-10
WBGene00171260,1.00E-10,1.00E-10
WBGene00171261,1.00E-10,1.00E-10
WBGene00171262,1.00E-10,1.00E-10
WBGene00171263,1.00E-10,1.00E-10
WBGene00171264,1.00E-10,1.00E-10
WBGene00171265,1.00E-10,1.00E-10
WBGene00171266,1.00E-10,1.00E-10
WBGene00171267,1.00E-10,1.00E-10
WBGene00171268,1.00E-10,1.00E-10
WBGene00171269,1.00E-10,1.00E-10
WBGene00171270,1.00E-10,1.00E-10
WBGene00171271,1.00E-10,1.00E-10
WBGene00171272,1.00E-10,1.00E-10
WBGene00171273,1.00E-10,1.00E-10
WBGene00171274,1.00E-10,1.00E-10
WBGene00171275,1.00E-10,1.00E-10
WBGene00171276,1.00E-10,1.00E-10
WBGene00171277,1.00E-10,1.00E-10
WBGene00171278,1.00E-10,1.00E-10
WBGene00171279,1.00E-10,1.00E-10
WBGene00171280,1.00E-10,1.00E-10
WBGene00171281,1.00E-10,1.00E-10
WBGene00171282,1.00E-10,1.00E-10
WBGene00171283,1.00E-10,1.00E-10
WBGene00171284,1.00E-10,1.00E-10
WBGene00171285,1.00E-10,1.00E-10
WBGene00171286,1.00E-10,1.00E-10
WBGene00171287,1.00E-10,1.00E-10
WBGene00171288,1.00E-10,1.00E-10
WBGene00171289,1.00E-10,1.00E-10
WBGene00171290,1.00E-10,1.00E-10
WBGene00171291,1.00E-10,1.00E-10
WBGene00171292,1.00E-10,1.00E-10
WBGene00171293,1.00E-10,1.00E-10
WBGene00171294,1.00E-10,1.00E-10
WBGene00171295,1.00E-10,1.00E-10
WBGene00171296,1.00E-10,1.00E-10
WBGene00171297,1.00E-10,1.00E-10
WBGene00171298,1.00E-10,1.00E-10
WBGene00171299,1.00E-10,1.00E-10
WBGene00171300,1.00E-10,1.00E-10
WBGene00171301,1.00E-10,1.00E-10
WBGene00171302,1.00E-10,1.00E-10
WBGene00171303,1.00E-10,1.00E-10
WBGene00171304,1.00E-10,1.00E-10
WBGene00171305,1.00E-10,1.00E-10
WBGene00171306,1.00E-10,1.00E-10
WBGene00171307,1.00E-10,1.00E-10
WBGene00171308,1.00E-10,1.00E-10
WBGene00171309,1.00E-10,1.00E-10
WBGene00171310,1.00E-10,1.00E-10
WBGene00171311,1.00E-10,1.00E-10
WBGene00171312,1.00E-10,1.00E-10
WBGene00171313,1.00E-10,1.00E-10
WBGene00171314,1.00E-10,1.00E-10
WBGene00171315,1.00E-10,1.00E-10
WBGene00171316,1.00E-10,1.00E-10
WBGene00171317,1.00E-10,1.00E-10
WBGene00171318,1.00E-10,1.00E-10
WBGene00171319,1.00E-10,1.00E-10
WBGene00171320,1.00E-10,1.00E-10
WBGene00171321,1.00E-10,1.00E-10
WBGene00171322,1.00E-10,1.00E-10
WBGene00171323,1.00E-10,1.00E-10
WBGene00171324,1.00E-10,1.00E-10
WBGene00171325,1.00E-10,1.00E-10
WBGene00171326,1.00E-10,1.00E-10
WBGene00171327,1.00E-10,1.00E-10
WBGene00171328,1.00E-10,1.00E-10
WBGene00171329,1.00E-10,1.00E-10
WBGene00171330,1.00E-10,1.00E-10
WBGene00171331,1.00E-10,1.00E-10
WBGene00171332,1.00E-10,1.00E-10
WBGene00171333,1.00E-10,1.00E-10
WBGene00171334,1.00E-10,1.00E-10
WBGene00171335,1.00E-10,1.00E-10
WBGene00171336,1.00E-10,1.00E-10
WBGene00171337,1.00E-10,1.00E-10
WBGene00171338,1.00E-10,1.00E-10
WBGene00171339,1.00E-10,1.00E-10
WBGene00171340,1.00E-10,1.00E-10
WBGene00171341,1.00E-10,1.00E-10
WBGene00171342,1.00E-10,1.00E-10
WBGene00171343,1.00E-10,1.00E-10
WBGene00171344,1.00E-10,1.00E-10
WBGene00171345,1.00E-10,1.00E-10
WBGene00171346,1.00E-10,1.00E-10
WBGene00171347,1.00E-10,1.00E-10
WBGene00171348,1.00E-10,1.00E-10
WBGene00171349,1.00E-10,1.00E-10
WBGene00171350,1.00E-10,1.00E-10
WBGene00171351,1.00E-10,1.00E-10
WBGene00171352,1.00E-10,1.00E-10
WBGene00171353,1.00E-10,1.00E-10
WBGene00171354,1.00E-10,1.00E-10
WBGene00171355,1.00E-10,1.00E-10
WBGene00171356,1.00E-10,1.00E-10
WBGene00171357,1.00E-10,1.00E-10
WBGene00171358,1.00E-10,1.00E-10
WBGene00171359,1.00E-10,1.00E-10
WBGene00171360,1.00E-10,1.00E-10
WBGene00171361,1.00E-10,1.00E-10
WBGene00171362,1.00E-10,1.00E-10
WBGene00171363,1.00E-10,1.00E-10
WBGene00171364,1.00E-10,1.00E-10
WBGene00171365,1.00E-10,1.00E-10
WBGene00171366,1.00E-10,1.00E-10
WBGene00171367,1.00E-10,1.00E-10
WBGene00171368,1.00E-10,1.00E-10
WBGene00171369,1.00E-10,1.00E-10
WBGene00171370,1.00E-10,1.00E-10
WBGene00171371,1.00E-10,1.00E-10
WBGene00171372,1.00E-10,1.00E-10
WBGene00171373,1.00E-10,1.00E-10
WBGene00171374,1.00E-10,1.00E-10
WBGene00171375,1.00E-10,1.00E-10
WBGene00171376,1.00E-10,1.00E-10
WBGene00171377,1.00E-10,1.00E-10
WBGene00171378,1.00E-10,1.00E-10
WBGene00171379,1.00E-10,1.00E-10
WBGene00171380,1.00E-10,1.00E-10
WBGene00171381,1.00E-10,1.00E-10
WBGene00171382,1.00E-10,1.00E-10
WBGene00171383,1.00E-10,1.00E-10
WBGene00171384,1.00E-10,1.00E-10
WBGene00171385,1.00E-10,1.00E-10
WBGene00171386,1.00E-10,1.00E-10
WBGene00171387,1.00E-10,1.00E-10
WBGene00171388,1.00E-10,1.00E-10
WBGene00171389,1.00E-10,1.00E-10
WBGene00171390,1.00E-10,1.00E-10
WBGene00171391,1.00E-10,1.00E-10
WBGene00171392,1.00E-10,1.00E-10
WBGene00171393,1.00E-10,1.00E-10
WBGene00171394,1.00E-10,1.00E-10
WBGene00171395,1.00E-10,1.00E-10
WBGene00171396,1.00E-10,1.00E-10
WBGene00171397,1.00E-10,1.00E-10
WBGene00171398,1.00E-10,1.00E-10
WBGene00171399,1.00E-10,1.00E-10
WBGene00171400,1.00E-10,1.00E-10
WBGene00171401,1.00E-10,1.00E-10
WBGene00171402,1.00E-10,1.00E-10
WBGene00171403,1.00E-10,1.00E-10
WBGene00171404,1.00E-10,1.00E-10
WBGene00171405,1.00E-10,1.00E-10
WBGene00171406,1.00E-10,1.00E-10
WBGene00171407,1.00E-10,1.00E-10
WBGene00171408,1.00E-10,1.00E-10
WBGene00171409,1.00E-10,1.00E-10
WBGene00171410,1.00E-10,1.00E-10
WBGene00171411,1.00E-10,1.00E-10
WBGene00171412,1.00E-10,1.00E-10
WBGene00171413,1.00E-10,1.00E-10
