geneID,median_adult Ce,mean_adult Ce
WBGene00005648,139.978,129.306
WBGene00005649,0.835251,1.32637
WBGene00005650,1.00E-10,0.425435
WBGene00005651,1.00E-10,0.475939
WBGene00005652,0.652132,1.04887
WBGene00005653,0.181562,0.206425
WBGene00005654,0.503223,0.473614
WBGene00005655,6.90147,9.86098
WBGene00005656,0.0325185,0.11229
WBGene00005657,0.619822,1.09005
WBGene00005658,1.00E-10,0.062825
WBGene00005659,1.00E-10,0.0364896
WBGene00005660,1.00E-10,0.104981
WBGene00005661,0.0319281,0.111837
WBGene00005662,38.2475,36.6646
WBGene00005663,134.876,132.239
WBGene00005664,0.0367033,0.120347
WBGene00005665,0.0482964,0.105946
WBGene00005666,1.00E-10,0.0607063
WBGene00005667,1.00E-10,0.0437073
WBGene00005668,0.0400107,0.151348
WBGene00005669,1.00E-10,0.0290096
WBGene00005670,0.0383106,0.100709
WBGene00005671,0.0205384,0.0674047
WBGene00005672,1.00E-10,0.070635
WBGene00005673,1.00E-10,0.0261199
WBGene00005674,1.00E-10,0.0275187
WBGene00005675,1.00E-10,0.0250822
WBGene00005676,1.00E-10,0.0158538
WBGene00005677,1.00E-10,0.0653893
WBGene00005678,1.00E-10,0.0367989
WBGene00005679,1.00E-10,0.0579265
WBGene00005680,1.00E-10,0.0216713
WBGene00005681,0.0438181,0.10411
WBGene00005682,1.00E-10,0.0169251
WBGene00005683,0.151275,0.302579
WBGene00005684,0.0244537,0.103756
WBGene00005685,0.0214931,0.30094
WBGene00005686,1.00E-10,0.101347
WBGene00005687,1.00E-10,0.0649613
WBGene00005688,0.0977638,0.149238
WBGene00005689,0.0227595,0.0821899
WBGene00005690,0.0428149,0.0882005
WBGene00005691,1.00E-10,0.0932052
WBGene00005692,1.00E-10,0.0733098
WBGene00005693,1.00E-10,0.0733655
WBGene00005694,1.00E-10,0.0646481
WBGene00005695,1.00E-10,0.0945471
WBGene00005696,1.00E-10,0.1214
WBGene00005697,1.00E-10,0.129971
WBGene00005698,1.00E-10,0.0431308
WBGene00005699,1.00E-10,0.0938237
WBGene00005700,0.0388527,0.059273
WBGene00005701,1.00E-10,0.162279
WBGene00005702,0.03284,0.111826
WBGene00005703,0.21259,1.07812
WBGene00005704,1.00E-10,0.0186279
WBGene00005705,1.00E-10,0.0276012
WBGene00005706,1.00E-10,0.0403772
WBGene00005707,1.00E-10,0.100386
WBGene00005708,1.00E-10,0.070177
WBGene00005709,0.0231695,0.0483788
WBGene00005710,0.038749,0.0573817
WBGene00005711,0.0384556,0.086647
WBGene00005712,7.30177,8.45098
WBGene00005713,0.196618,0.259578
WBGene00005714,1.00E-10,0.0164526
WBGene00005715,0.0680447,0.183739
WBGene00005716,0.0672231,0.0752416
WBGene00005717,0.118467,0.134408
WBGene00005718,0.727443,0.894755
WBGene00005719,0.0221827,0.0549728
WBGene00005720,1.00E-10,0.0354206
WBGene00005721,1.00E-10,0.0332666
WBGene00005722,1.00E-10,0.0492816
WBGene00005723,1.00E-10,0.0611478
WBGene00005724,0.028042,0.112931
WBGene00005725,1.00E-10,0.0519011
WBGene00005726,0.708002,0.908348
WBGene00005727,0.0203238,0.0713048
WBGene00005728,1.00E-10,0.0317975
WBGene00005729,1.00E-10,0.0210649
WBGene00005730,1.00E-10,0.0399341
WBGene00005731,1.00E-10,0.0223857
WBGene00005732,1.00E-10,0.0825652
WBGene00005733,1.00E-10,0.00564486
WBGene00005734,1.00E-10,0.0331305
WBGene00005735,0.102292,0.17519
WBGene00005736,1.00E-10,0.0565091
WBGene00005737,1.00E-10,0.0109648
WBGene00005738,0.0185433,0.0381022
WBGene00005739,0.0337456,0.0690252
WBGene00005740,1.00E-10,0.107166
WBGene00005741,1.00E-10,0.0193358
WBGene00005742,1.00E-10,0.030147
WBGene00005743,0.13394,0.303007
WBGene00005744,1.00E-10,0.0357001
WBGene00005745,1.00E-10,0.086076
WBGene00005746,1.00E-10,0.0100777
WBGene00005747,1.00E-10,0.0461303
WBGene00005748,1.00E-10,0.0532896
WBGene00005749,1.00E-10,0.0417828
WBGene00005750,1.00E-10,0.0486187
WBGene00005751,1.00E-10,0.050543
WBGene00005752,1.00E-10,0.0643601
WBGene00005753,1.00E-10,0.0172367
WBGene00005754,0.0195557,0.0452698
WBGene00005755,1.00E-10,0.0335956
WBGene00005756,1.00E-10,0.0769627
WBGene00005757,1.00E-10,0.0697068
WBGene00005758,1.00E-10,0.166791
WBGene00005759,0.0412892,0.134468
WBGene00005760,1.00E-10,0.0443932
WBGene00005761,1.00E-10,0.0732707
WBGene00005762,1.00E-10,0.0878803
WBGene00005763,1.00E-10,0.0549253
WBGene00005764,1.00E-10,0.0915699
WBGene00005765,1.00E-10,0.0920704
WBGene00005766,9.85E-10,0.0622308
WBGene00005767,1.00E-10,0.0184797
WBGene00005768,1.00E-10,0.0521227
WBGene00005769,1.00E-10,0.0489279
WBGene00005770,0.0161452,0.122255
WBGene00005771,1.00E-10,0.0721036
WBGene00005772,1.00E-10,0.0743025
WBGene00005773,1.00E-10,0.0473769
WBGene00005774,1.00E-10,0.0222041
WBGene00005775,1.00E-10,0.0442384
WBGene00005776,1.00E-10,0.074561
WBGene00005777,1.00E-10,0.0394727
WBGene00005778,1.00E-10,0.0496763
WBGene00005779,1.00E-10,0.0285298
WBGene00005780,1.00E-10,0.0656041
WBGene00005781,1.00E-10,0.0516072
WBGene00005782,0.0287172,0.0849641
WBGene00005783,1.00E-10,0.100644
WBGene00005784,1.00E-10,0.00880483
WBGene00005785,1.00E-10,0.00500599
WBGene00005786,1.00E-10,0.0210016
WBGene00005787,1.00E-10,0.049365
WBGene00005788,1.00E-10,0.0102153
WBGene00005789,1.00E-10,0.0253635
WBGene00005790,1.00E-10,0.0109475
WBGene00005791,1.00E-10,0.0287143
WBGene00005792,1.00E-10,0.0132866
WBGene00005793,1.00E-10,0.0176114
WBGene00005794,1.00E-10,0.00944153
WBGene00005795,0.0377115,0.0948166
WBGene00005796,1.00E-10,0.0648738
WBGene00005797,1.00E-10,0.0727398
WBGene00005798,1.00E-10,0.0480736
WBGene00005799,1.00E-10,0.0130237
WBGene00005800,1.00E-10,0.0164858
WBGene00005801,1.00E-10,0.0165849
WBGene00005802,1.00E-10,0.0460858
WBGene00005803,1.00E-10,0.0309798
WBGene00005804,1.00E-10,0.0275741
WBGene00005805,1.00E-10,0.0112891
WBGene00005806,1.00E-10,0.0118147
WBGene00005807,0.016116,0.0451192
WBGene00005808,1.00E-10,0.0302381
WBGene00005809,1.00E-10,0.0351501
WBGene00005810,1.00E-10,0.0468398
WBGene00005811,0.0437231,0.117368
WBGene00005812,1.00E-10,0.0256085
WBGene00005813,0.0228508,0.161278
WBGene00005814,1.00E-10,0.0524548
WBGene00005815,0.0226508,0.0892445
WBGene00005816,0.0526874,0.092177
WBGene00005817,1.00E-10,0.0412075
WBGene00005818,0.0773909,0.177281
WBGene00005819,1.00E-10,0.0154063
WBGene00005820,1.00E-10,0.00775137
WBGene00005821,1.00E-10,0.00785883
WBGene00005822,1.00E-10,0.0837999
WBGene00005823,1.00E-10,0.00960727
WBGene00005824,1.00E-10,0.010632
WBGene00005825,0.0659696,0.155126
WBGene00005826,1.00E-10,0.0289111
WBGene00005827,1.00E-10,0.0806109
WBGene00005828,1.00E-10,0.010026
WBGene00005829,1.00E-10,0.045136
WBGene00005830,1.00E-10,0.0411004
WBGene00005831,1.00E-10,0.0401859
WBGene00005832,0.82473,2.50096
WBGene00005833,0.497719,3.9616
WBGene00005834,1.00E-10,0.0648886
WBGene00005835,1.00E-10,0.0416894
WBGene00005836,0.0814907,0.103903
WBGene00005837,1.00E-10,0.0316473
WBGene00005838,1.00E-10,0.0466078
WBGene00005839,0.0437006,0.0600319
WBGene00005840,0.0207011,0.0476981
WBGene00005841,1.00E-10,0.0402439
WBGene00005842,0.0263437,0.0855469
WBGene00005843,0.0193216,0.0687977
WBGene00005844,0.0245465,0.07332
WBGene00005845,0.0591477,0.0924235
WBGene00005846,1.00E-10,0.0611386
WBGene00005847,1.00E-10,0.0125911
WBGene00005848,1.00E-10,0.0442837
WBGene00005849,1.00E-10,0.061953
WBGene00005850,1.00E-10,0.0425574
WBGene00005851,1.00E-10,0.0263203
WBGene00005852,1.00E-10,0.0782284
WBGene00005853,1.00E-10,0.0579135
WBGene00005854,1.00E-10,0.0425719
WBGene00005855,1.00E-10,0.0136643
WBGene00005856,1.00E-10,0.0273687
WBGene00005857,1.00E-10,0.0408772
WBGene00005858,1.00E-10,0.0166806
WBGene00005859,1.00E-10,0.0161679
WBGene00005860,1.00E-10,0.0342801
WBGene00005861,1.00E-10,0.0158443
WBGene00005862,1.00E-10,0.0525817
WBGene00005863,1.00E-10,0.0538748
WBGene00005864,1.00E-10,0.0300463
WBGene00005865,1.00E-10,0.0054738
WBGene00005866,1.00E-10,0.0282501
WBGene00005867,1.00E-10,0.0339979
WBGene00005868,1.00E-10,0.0485306
WBGene00005869,1.00E-10,0.00733202
WBGene00005870,1.00E-10,0.0267346
WBGene00005871,1.00E-10,0.0564103
WBGene00005872,1.00E-10,0.0941585
WBGene00005873,1.00E-10,0.00628595
WBGene00005874,1.00E-10,0.0281318
WBGene00005875,1.00E-10,0.11456
WBGene00005876,1.00E-10,0.0352056
WBGene00005877,1.00E-10,0.0166421
WBGene00005878,1.00E-10,0.0168835
WBGene00005879,1.00E-10,0.0123305
WBGene00005880,1.00E-10,0.0686121
WBGene00005881,1.00E-10,0.0146147
WBGene00005882,1.00E-10,0.0583619
WBGene00005883,1.00E-10,0.0535984
WBGene00005884,1.00E-10,0.00789386
WBGene00005885,1.00E-10,0.0273512
WBGene00005886,1.00E-10,0.0581383
WBGene00005887,1.00E-10,0.0771315
WBGene00005888,1.00E-10,0.0188412
WBGene00005889,1.00E-10,0.0422065
WBGene00005890,1.00E-10,0.0224049
WBGene00005891,1.00E-10,0.0184119
WBGene00005892,1.00E-10,0.0437583
WBGene00005893,0.0771231,0.201666
WBGene00005894,1.00E-10,0.0450154
WBGene00005895,1.00E-10,0.0422056
WBGene00005896,1.00E-10,0.0913265
WBGene00005897,1.00E-10,0.0154391
WBGene00005898,0.0196942,0.0527869
WBGene00005899,1.00E-10,0.0317754
WBGene00005900,1.00E-10,0.184277
WBGene00005901,1.00E-10,0.07843
WBGene00005902,1.00E-10,0.0674727
WBGene00005903,0.0897307,0.135723
WBGene00005904,0.0594127,0.136528
WBGene00005905,1.00E-10,0.0496038
WBGene00005906,0.0927975,0.154044
WBGene00005907,1.00E-10,0.0474805
WBGene00005908,1.00E-10,0.0899014
WBGene00005909,1.00E-10,0.0244917
WBGene00005910,0.0409663,0.186732
WBGene00005911,1.00E-10,0.0144699
WBGene00005912,0.0442933,0.102174
WBGene00005913,1.00E-10,0.0529416
WBGene00005914,1.00E-10,0.0251578
WBGene00005915,1.00E-10,0.0394739
WBGene00005916,1.00E-10,0.0007477
WBGene00005917,1.00E-10,0.0463273
WBGene00005918,1.00E-10,0.0492811
WBGene00005919,1.00E-10,0.0119537
WBGene00005920,1.00E-10,0.0129904
WBGene00005921,1.00E-10,0.0422542
WBGene00005922,1.00E-10,0.0218011
WBGene00005923,1.00E-10,0.00984104
WBGene00005924,1.00E-10,0.00766515
WBGene00005925,1.00E-10,0.0748102
WBGene00005926,1.00E-10,0.0182683
WBGene00005927,1.00E-10,0.0246873
WBGene00005928,1.00E-10,1.00E-10
WBGene00005929,0.04472,0.0651963
WBGene00005930,1.00E-10,0.0660622
WBGene00005931,0.189083,0.352164
WBGene00005932,0.115685,0.197689
WBGene00005933,1.00E-10,0.0694392
WBGene00005934,0.0201429,0.0420157
WBGene00005935,0.0452921,0.0584258
WBGene00005936,0.439838,0.569108
WBGene00005937,1.00E-10,0.103686
WBGene00005938,0.0216915,0.135089
WBGene00005939,1.00E-10,0.0403614
WBGene00005940,1.00E-10,0.0189916
WBGene00005941,1.00E-10,0.0934634
WBGene00005942,0.0876133,0.17786
WBGene00005943,1.00E-10,0.0387268
WBGene00005944,1.00E-10,0.00966338
WBGene00005945,1.00E-10,0.113351
WBGene00005946,1.00E-10,0.0416986
WBGene00005947,0.0255114,0.131424
WBGene00005948,1.00E-10,0.124987
WBGene00005949,0.411428,0.644532
WBGene00005950,1.00E-10,0.0907297
WBGene00005951,1.00E-10,0.0746792
WBGene00005952,1.00E-10,0.0179538
WBGene00005953,1.00E-10,0.0773322
WBGene00005954,1.00E-10,0.0014241
WBGene00005955,1.00E-10,0.0305435
WBGene00005956,1.00E-10,0.0420444
WBGene00005957,1.00E-10,0.0379787
WBGene00005958,1.00E-10,0.0263244
WBGene00005959,0.0697516,0.119253
WBGene00005960,1.00E-10,0.0120565
WBGene00005961,1.00E-10,0.0812674
WBGene00005962,1.00E-10,0.0222018
WBGene00005963,1.00E-10,0.137484
WBGene00005964,0.029589,0.0852351
WBGene00005965,0.0502288,0.06669
WBGene00005966,1.00E-10,0.00914327
WBGene00005967,1.00E-10,0.0539625
WBGene00005968,0.0542574,0.120636
WBGene00005969,1.00E-10,0.0170172
WBGene00005970,1.00E-10,0.0424395
WBGene00005971,1.00E-10,0.0377283
WBGene00005972,1.00E-10,0.0660532
WBGene00005973,1.00E-10,0.0573208
WBGene00005974,1.00E-10,0.0421482
WBGene00005975,1.00E-10,0.154243
WBGene00005976,0.032049,0.0654215
WBGene00005977,0.0186827,0.162731
WBGene00005978,1.00E-10,0.0534272
WBGene00005979,1.00E-10,0.0659049
WBGene00005980,1.00E-10,0.0106743
WBGene00005981,1.00E-10,0.0279087
WBGene00005982,0.0921994,0.12774
WBGene00005983,0.0302644,0.0763726
WBGene00005984,1.00E-10,0.00120541
WBGene00005985,1.00E-10,0.0136791
WBGene00005986,1.00E-10,0.0661097
WBGene00005987,1.21E-08,0.0418066
WBGene00005988,0.10029,0.12853
WBGene00005989,0.202379,0.241785
WBGene00005990,1.00E-10,0.0136152
WBGene00005991,1.00E-10,0.0237586
WBGene00005992,1.00E-10,0.014612
WBGene00005993,1.00E-10,0.0159027
WBGene00005994,1.00E-10,0.0225117
WBGene00005995,1.00E-10,0.0603903
WBGene00005996,1.00E-10,0.0197545
WBGene00005997,1.00E-10,0.0539414
WBGene00005998,1.00E-10,0.0592942
WBGene00005999,1.00E-10,0.104189
WBGene00006000,1.00E-10,0.0505066
WBGene00006001,1.00E-10,0.0218338
WBGene00006002,0.048593,0.0651053
WBGene00006003,1.00E-10,0.0605946
WBGene00006004,1.00E-10,0.0685534
WBGene00006005,0.0448425,0.125323
WBGene00006006,0.0518018,0.124377
WBGene00006007,1.00E-10,0.0473952
WBGene00006008,0.0704606,0.128452
WBGene00006009,0.19452,0.285043
WBGene00006010,1.00E-10,0.0558245
WBGene00006011,1.00E-10,0.010495
WBGene00006012,1.00E-10,0.0177403
WBGene00006013,1.00E-10,0.000810354
WBGene00006014,0.0218784,0.126532
WBGene00006015,1.00E-10,0.0608233
WBGene00006016,4.4315,5.68454
WBGene00006017,1.00E-10,0.0392562
WBGene00006018,1.00E-10,0.0440556
WBGene00006019,1.00E-10,0.0334737
WBGene00006020,0.0339321,0.115026
WBGene00006021,1.00E-10,0.682827
WBGene00006022,1.00E-10,0.0956682
WBGene00006023,1.00E-10,0.0555815
WBGene00006024,1.00E-10,0.0251448
WBGene00006025,1.00E-10,0.0546114
WBGene00006026,1.00E-10,0.0505083
WBGene00006027,1.00E-10,0.0289785
WBGene00006028,1.00E-10,0.093998
WBGene00006029,1.00E-10,0.0334821
WBGene00006038,10.703,317.444
WBGene00006039,12.9217,257.915
WBGene00006040,15.432,308.206
WBGene00006044,5.26642,136.454
WBGene00006047,2.38385,64.3633
WBGene00006048,2.06464,48.2166
WBGene00006049,0.4919,9.41003
WBGene00006050,6.49152,137.583
WBGene00006051,4.7117,126.955
WBGene00006052,3.84862,74.345
WBGene00006053,5.5451,124.757
WBGene00006055,0.524103,0.795237
WBGene00006056,3.39776,121.309
WBGene00006057,1.34807,44.0168
WBGene00006058,0.466541,19.1169
WBGene00006059,40.3424,37.6269
WBGene00006060,5.23105,7.09507
WBGene00006061,64.0099,67.7181
WBGene00006062,5.02108,5.9893
WBGene00006063,14.1068,24.7533
WBGene00006064,0.58926,0.794074
WBGene00006065,0.256401,0.282198
WBGene00006066,15.7061,15.3945
WBGene00006067,2.73646,3.37929
WBGene00006068,0.633295,0.83721
WBGene00006069,1.00E-10,0.0774057
WBGene00006070,1.00E-10,0.101806
WBGene00006071,1.00E-10,0.0271727
WBGene00006072,0.0272086,0.0964359
WBGene00006073,1.00E-10,0.0261915
WBGene00006074,1.00E-10,0.0258824
WBGene00006075,0.120605,1.40961
WBGene00006076,0.0108852,0.0374046
WBGene00006077,0.0282924,0.0758411
WBGene00006078,1.00E-10,0.0912666
WBGene00006079,1.00E-10,0.0479205
WBGene00006080,0.0460599,0.0568021
WBGene00006081,1.00E-10,0.0436765
WBGene00006082,1.00E-10,0.0713692
WBGene00006083,1.00E-10,0.0594797
WBGene00006084,0.141538,0.207723
WBGene00006085,0.0400627,0.0785747
WBGene00006086,1.00E-10,0.0355284
WBGene00006087,1.00E-10,0.0353371
WBGene00006088,1.00E-10,0.0171794
WBGene00006089,1.00E-10,0.0563645
WBGene00006090,1.00E-10,0.058581
WBGene00006091,1.00E-10,0.0348521
WBGene00006092,1.00E-10,0.0433081
WBGene00006093,1.00E-10,0.0564145
WBGene00006094,1.00E-10,0.0777181
WBGene00006095,1.00E-10,0.0497736
WBGene00006096,1.00E-10,0.053082
WBGene00006097,0.131154,0.341853
WBGene00006098,1.00E-10,0.141422
WBGene00006099,1.00E-10,0.0504633
WBGene00006100,1.00E-10,0.0263696
WBGene00006101,1.00E-10,0.0363413
WBGene00006102,0.0219899,0.035313
WBGene00006103,1.00E-10,0.0189295
WBGene00006104,1.00E-10,0.0353447
WBGene00006105,1.00E-10,0.00591339
WBGene00006106,0.029133,0.267521
WBGene00006107,1.00E-10,0.0477916
WBGene00006108,1.00E-10,0.0155126
WBGene00006109,0.0664875,0.150077
WBGene00006110,1.00E-10,0.0387543
WBGene00006111,1.00E-10,0.0363213
WBGene00006112,1.00E-10,0.0437042
WBGene00006113,1.00E-10,0.0563161
WBGene00006114,0.0136106,0.0795207
WBGene00006115,1.00E-10,0.0268038
WBGene00006116,1.00E-10,0.0102409
WBGene00006117,1.00E-10,0.026895
WBGene00006118,1.00E-10,0.0570648
WBGene00006119,1.00E-10,0.041052
WBGene00006120,0.0314619,0.0642578
WBGene00006121,1.00E-10,0.0428495
WBGene00006122,1.00E-10,0.0398579
WBGene00006123,1.00E-10,0.0396821
WBGene00006124,1.00E-10,0.0222197
WBGene00006125,1.00E-10,0.0593797
WBGene00006126,1.00E-10,0.0254158
WBGene00006127,1.00E-10,0.031109
WBGene00006128,1.00E-10,0.0345277
WBGene00006129,1.00E-10,0.0651691
WBGene00006130,0.0188007,0.0959335
WBGene00006131,1.00E-10,0.0404938
WBGene00006132,1.00E-10,0.0534961
WBGene00006133,1.00E-10,0.0294858
WBGene00006134,0.0206446,0.0998441
WBGene00006135,0.0583736,0.107834
WBGene00006136,1.00E-10,0.0211367
WBGene00006137,1.00E-10,0.112567
WBGene00006138,1.00E-10,0.0530687
WBGene00006139,1.00E-10,0.0824866
WBGene00006140,0.0783433,0.217252
WBGene00006141,1.00E-10,0.0202791
WBGene00006142,1.00E-10,0.0319424
WBGene00006143,1.00E-10,0.135523
WBGene00006144,1.00E-10,0.0435728
WBGene00006145,1.00E-10,0.0853754
WBGene00006146,0.0708983,0.182361
WBGene00006147,1.00E-10,0.0380573
WBGene00006148,1.00E-10,0.0238024
WBGene00006149,0.0112337,0.0601218
WBGene00006150,1.00E-10,0.0517121
WBGene00006151,1.00E-10,0.0473113
WBGene00006152,0.0584683,0.103746
WBGene00006153,1.00E-10,0.0514546
WBGene00006154,1.00E-10,0.0490478
WBGene00006155,0.0275239,0.12102
WBGene00006156,1.00E-10,0.0455236
WBGene00006157,1.00E-10,0.0387408
WBGene00006158,1.00E-10,0.0231828
WBGene00006159,1.00E-10,0.0372519
WBGene00006160,1.00E-10,0.00759438
WBGene00006161,1.00E-10,0.0417646
WBGene00006162,1.00E-10,0.0523868
WBGene00006163,0.0578864,0.477774
WBGene00006164,1.00E-10,0.0361389
WBGene00006165,1.00E-10,0.071089
WBGene00006166,1.00E-10,0.100736
WBGene00006167,0.0216936,0.108951
WBGene00006168,1.00E-10,0.0626621
WBGene00006169,0.0458836,0.104364
WBGene00006170,0.0328244,0.0562375
WBGene00006171,1.00E-10,0.00887362
WBGene00006172,0.0439284,0.0697519
WBGene00006173,1.00E-10,0.0336786
WBGene00006174,1.00E-10,0.0731194
WBGene00006175,0.0259341,0.110446
WBGene00006176,0.0216619,0.13373
WBGene00006177,1.00E-10,0.0190079
WBGene00006178,1.00E-10,0.0308992
WBGene00006179,1.00E-10,0.0502453
WBGene00006180,0.0440923,0.165624
WBGene00006181,1.00E-10,0.0797315
WBGene00006182,1.00E-10,0.0327807
WBGene00006183,0.0482487,0.158012
WBGene00006184,1.00E-10,0.0658811
WBGene00006185,1.00E-10,0.104136
WBGene00006186,1.00E-10,0.0614147
WBGene00006187,1.00E-10,0.0319676
WBGene00006188,1.00E-10,0.0669728
WBGene00006189,0.0434996,0.0671685
WBGene00006190,1.00E-10,0.0270716
WBGene00006191,0.156708,0.395058
WBGene00006192,1.00E-10,0.101805
WBGene00006193,0.0655363,0.238849
WBGene00006194,0.0529373,0.153219
WBGene00006195,0.128769,0.264772
WBGene00006196,1.00E-10,0.0579823
WBGene00006197,1.00E-10,0.0312491
WBGene00006198,1.00E-10,0.0676949
WBGene00006199,1.00E-10,0.0279424
WBGene00006200,0.0955862,0.130866
WBGene00006201,1.00E-10,0.0277757
WBGene00006202,1.00E-10,0.0311136
WBGene00006203,1.00E-10,0.00964519
WBGene00006204,1.00E-10,0.0386407
WBGene00006205,1.00E-10,0.0770997
WBGene00006206,1.00E-10,0.0626971
WBGene00006207,0.042558,0.0838777
WBGene00006208,0.0886421,0.375499
WBGene00006209,0.0434812,0.104001
WBGene00006210,1.00E-10,0.0536418
WBGene00006211,0.0214166,0.0741763
WBGene00006212,0.208047,0.310221
WBGene00006213,1.00E-10,0.0494235
WBGene00006214,0.0146378,0.0776051
WBGene00006215,0.130444,0.16305
WBGene00006216,0.0835584,0.144882
WBGene00006217,0.140707,0.289114
WBGene00006218,1.00E-10,0.0456335
WBGene00006219,1.00E-10,0.0295319
WBGene00006220,8.17808,9.43915
WBGene00006221,1.00E-10,0.0862926
WBGene00006222,1.00E-10,0.0763178
WBGene00006223,0.31146,0.468318
WBGene00006224,0.166279,0.265235
WBGene00006225,1.00E-10,0.0994427
WBGene00006226,0.107157,0.178465
WBGene00006227,0.134165,0.255307
WBGene00006228,1.00E-10,0.0256773
WBGene00006229,0.0432448,0.0594567
WBGene00006230,1.00E-10,0.0796524
WBGene00006231,1.00E-10,0.0535856
WBGene00006232,1.00E-10,0.0541567
WBGene00006233,0.0203744,0.0382753
WBGene00006234,1.00E-10,0.0149868
WBGene00006235,1.00E-10,0.0153234
WBGene00006236,1.00E-10,0.0163601
WBGene00006237,0.0791351,0.209288
WBGene00006238,1.00E-10,0.0653731
WBGene00006239,1.00E-10,0.0208872
WBGene00006240,1.00E-10,0.0885364
WBGene00006241,1.00E-10,0.0655531
WBGene00006242,1.00E-10,0.0467819
WBGene00006243,1.00E-10,0.0496823
WBGene00006244,1.00E-10,0.0912198
WBGene00006245,1.00E-10,0.0525075
WBGene00006246,1.00E-10,0.0170876
WBGene00006247,1.00E-10,0.00888511
WBGene00006248,1.00E-10,0.0447959
WBGene00006249,1.00E-10,0.0263718
WBGene00006250,1.00E-10,0.0377753
WBGene00006251,1.00E-10,0.0580269
WBGene00006252,1.00E-10,0.0585893
WBGene00006253,1.00E-10,0.0694423
WBGene00006254,1.00E-10,0.0244471
WBGene00006255,0.125514,0.288747
WBGene00006256,0.0768486,0.0988414
WBGene00006257,1.00E-10,0.0730292
WBGene00006258,0.106335,0.158786
WBGene00006259,1.00E-10,0.0140919
WBGene00006260,1.00E-10,0.0470572
WBGene00006261,0.0391917,0.118629
WBGene00006262,1.00E-10,0.0547038
WBGene00006263,1.00E-10,0.0220766
WBGene00006264,1.00E-10,0.0578611
WBGene00006265,1.00E-10,0.00672468
WBGene00006266,1.00E-10,0.0985693
WBGene00006267,1.00E-10,0.00838762
WBGene00006268,1.00E-10,0.0173739
WBGene00006269,1.00E-10,0.0284798
WBGene00006270,1.00E-10,0.0273259
WBGene00006271,1.00E-10,0.0584456
WBGene00006272,0.530928,0.682498
WBGene00006273,1.00E-10,0.0114231
WBGene00006274,1.00E-10,0.0471488
WBGene00006275,1.00E-10,0.0130042
WBGene00006276,1.00E-10,0.0612071
WBGene00006277,1.00E-10,0.0675538
WBGene00006278,1.00E-10,0.0897057
WBGene00006279,0.0291654,0.109911
WBGene00006280,1.00E-10,0.0124386
WBGene00006281,1.00E-10,0.0202678
WBGene00006282,1.00E-10,0.0177432
WBGene00006283,1.00E-10,0.0353624
WBGene00006284,0.0414634,0.0603933
WBGene00006285,0.0419687,0.0918099
WBGene00006286,0.0453398,0.0839269
WBGene00006287,0.0303546,0.0699958
WBGene00006288,0.0779591,0.191839
WBGene00006289,1.00E-10,0.030953
WBGene00006306,1.16979,1.67903
WBGene00006307,46.5399,43.7364
WBGene00006308,0.718501,0.946967
WBGene00006309,1.03107,1.62252
WBGene00006310,1.35215,1.68366
WBGene00006311,81.7993,74.8956
WBGene00006314,1.00E-10,1.00E-10
WBGene00006315,3.79815,2031.56
WBGene00006316,1.00E-10,1.00E-10
WBGene00006318,0.893004,1.07918
WBGene00006319,1.37682,1.32851
WBGene00006321,7.51004,9.63538
WBGene00006324,75.9918,71.3548
WBGene00006327,1.00E-10,1.00E-10
WBGene00006330,1.00E-10,1.00E-10
WBGene00006331,134.669,170.65
WBGene00006333,1.00E-10,1.00E-10
WBGene00006334,1.00E-10,1.00E-10
WBGene00006338,1.00E-10,1.00E-10
WBGene00006342,9.45321,11.4637
WBGene00006344,2.49764,873.945
WBGene00006349,20.001,18.8591
WBGene00006351,39.177,42.1843
WBGene00006352,69.2698,93.0582
WBGene00006353,16.3714,16.7185
WBGene00006359,33.1736,31.5293
WBGene00006363,0.56083,1.04751
WBGene00006364,5.54074,6.64476
WBGene00006365,1.60212,2.37571
WBGene00006366,4.80478,13.5147
WBGene00006367,4.85114,9.49102
WBGene00006368,10.6208,11.5057
WBGene00006369,15.4065,13.8319
WBGene00006371,6.90147,6.48695
WBGene00006372,3.62983,5.76
WBGene00006373,66.9491,57.4897
WBGene00006374,37.5774,44.5135
WBGene00006375,31.1375,38.4406
WBGene00006376,67.8043,64.1733
WBGene00006377,31.563,30.4026
WBGene00006379,17.7548,19.9016
WBGene00006380,0.657157,2.20996
WBGene00006381,101.398,94.5723
WBGene00006382,13.5017,17.1304
WBGene00006383,11.1326,11.1404
WBGene00006384,13.2185,14.9037
WBGene00006385,24.2596,23.069
WBGene00006386,33.9692,40.1738
WBGene00006387,24.8562,23.8675
WBGene00006388,5.27658,6.56889
WBGene00006389,41.4464,42.2538
WBGene00006390,32.0403,37.4719
WBGene00006391,89.724,85.9444
WBGene00006392,69.5293,67.4197
WBGene00006393,13.2146,13.2199
WBGene00006394,38.2284,38.5077
WBGene00006395,8.29143,10.9615
WBGene00006396,46.8405,51.2459
WBGene00006397,140.102,128.227
WBGene00006399,0.0354416,0.0985115
WBGene00006402,48.2322,54.9144
WBGene00006404,33.1709,32.9461
WBGene00006405,57.1947,45.9594
WBGene00006406,76.5419,98.0255
WBGene00006407,28.1665,35.6546
WBGene00006408,119.842,118.202
WBGene00006409,0.235076,5.27245
WBGene00006410,23.5122,26.5322
WBGene00006411,1.5024,1.79539
