wbid,R1 rpm,R2 rpm,R3 rpm,mean
WBGene00000001,22.353973541045214,10.672955732784118,14.86572288046175,15.964217384763694
WBGene00000005,2.6778197471043748,3.5576519109280396,6.606987946871889,4.2808198683014345
WBGene00000007,1.9792580739467116,5.498189316888788,2.97314457609235,3.483530655642616
WBGene00000010,14.553368190784644,10.133917564461687,9.580132522964238,11.422472759403524
WBGene00000022,5.239212548682472,2.910806108941123,6.937337344215482,5.029118667279692
WBGene00000040,10.711278988417499,9.594879396139257,10.901530112338614,10.402562832298457
WBGene00000041,136.33595321127055,82.5806473869963,112.15362039815031,110.35674033213905
WBGene00000063,15.019075972889752,14.44622291104113,13.70949998975917,14.39159962456335
WBGene00000064,186.74882062414855,109.96378633777576,144.03233724180717,146.9149814012438
WBGene00000065,32.5995447473576,17.572644287311224,32.20906624100046,27.460418425223093
WBGene00000066,28.5246016539379,28.353407653759827,44.59716864138525,33.82505931636099
WBGene00000067,10.827705933943776,9.271456495145799,10.571180714995021,10.223447714694865
WBGene00000074,6.403482003945243,4.527920613908414,6.772162645543686,5.901188421132448
WBGene00000079,44.12581235445904,31.37202139636544,40.137451777246724,38.545095176023736
WBGene00000080,29.572444163674398,16.710183217995336,21.472710827333636,22.585112736334455
WBGene00000081,14.20408735420581,18.111682455633655,17.673692757882304,16.66315418924059
WBGene00000089,11.40984066157516,6.684073287198133,11.562228907025803,9.885380951933032
WBGene00000090,45.63936264630064,27.598754218108425,38.155355393185154,37.131157419198075
WBGene00000093,7.451324513681738,7.977764891171967,11.727403605697603,9.052164336850437
WBGene00000094,6.287055058418966,6.360650386204676,6.937337344215483,6.528347596279708
WBGene00000097,36.20878005867219,22.74741070320655,26.427951787487554,28.461380849788767
WBGene00000098,24.449658560518202,15.093068713028044,21.637885526005434,20.39353759985056
WBGene00000099,33.88024114814665,21.884949633890663,31.87871684365686,29.21463587523139
WBGene00000100,8.1498861868394,5.71380458421776,5.615939754841105,6.493210175299422
WBGene00000101,61.24057334682178,34.92967330729348,50.70863249224175,48.959626382119005
WBGene00000102,51.11142908603567,25.87383207947665,35.842909611779994,37.60939025909744
WBGene00000105,6.054201167366412,3.018613742605609,5.450765056169308,4.8411933220471095
WBGene00000106,25.61392801578097,11.211993901106549,18.169216853897694,18.331712923595074
WBGene00000107,15.95049153709997,13.58376184172524,14.86572288046175,14.799992086428986
WBGene00000109,68.69189786050352,47.54316644603834,66.23505416739069,60.823372824644174
WBGene00000110,23.401816050781708,14.230607643712156,14.86572288046175,17.499382191651872
WBGene00000112,16.998334046836465,10.026109930797201,12.883626496400183,13.302690158011282
WBGene00000113,5.355639494208749,3.773267178257011,3.4686686721077415,4.1991917815245
WBGene00000114,50.64572130393056,30.186137426056092,38.32053009185695,39.71746294061453
WBGene00000115,124.343977822064,85.59926112960191,116.44816256361703,108.79713383842765
WBGene00000117,5.937774221840135,5.066958782230843,6.441813248200091,5.81551541742369
WBGene00000121,11.176986770522607,5.821612217882246,10.07565661897963,9.02475186912816
WBGene00000122,33.06525252946271,24.47233284183833,27.914524075533727,28.484036482278256
WBGene00000123,398.0637267543416,294.6382628050403,373.9555177929489,355.55250245077696
WBGene00000140,63.10340447524222,48.08220461436077,80.44007825316524,63.87522911425608
WBGene00000142,12.457683171311654,7.438726722849537,11.23187950968221,10.376096467947802
WBGene00000143,23.867523832886818,12.936916039738325,15.36124697647714,17.388562283034094
WBGene00000144,7.451324513681738,3.234229009934581,3.7990180694513356,4.8281905310225515
WBGene00000145,6.869189786050352,4.204497712914955,3.6338433707795383,4.902510289914949
WBGene00000146,43.54367762682766,22.963025970535526,35.017036118421004,33.84124657192806
WBGene00000147,8.61559396894451,3.665459544592525,4.624891562810322,5.6353150254491196
WBGene00000148,14.902649027363474,8.516803059494396,13.213975893743777,12.211142660200549
WBGene00000149,5.937774221840135,4.204497712914955,6.772162645543686,5.638144860099591
WBGene00000151,19.210446011835728,14.985261079363559,18.169216853897694,17.45497464836566
WBGene00000155,73.69825651813343,39.99663208952432,57.480795137785435,57.05856124848106
WBGene00000156,55.88493385261303,37.301441247912166,48.06583731349299,47.08407080467273
WBGene00000158,67.29477451418819,39.24197865387292,59.29771682317519,55.27815666374543
WBGene00000159,9.43058258762845,6.468458019869162,8.25873493358986,8.052591847029158
WBGene00000160,37.72233035051379,24.148909940844874,37.49465659849797,33.12196562995221
WBGene00000161,5.821347276313857,4.851343514901872,9.745307221636036,6.805999337617255
WBGene00000162,33.99666809367293,16.171145049672905,26.262777088815756,25.47686341072053
WBGene00000163,20.607569358151057,11.104186267442062,17.6736927578823,16.46181612782514
WBGene00000165,12.224829280259101,6.899688554527106,9.414957824292442,9.513158553026216
WBGene00000168,24.100377723939367,18.97414352494954,21.307536128661837,21.460685792516916
WBGene00000175,5.937774221840135,5.066958782230843,6.937337344215483,5.980690116095487
WBGene00000181,8.499167023418233,4.420112980243927,6.772162645543686,6.563814216401949
WBGene00000182,44.47509319103787,38.918555752879456,47.90066261482119,43.76477051957951
WBGene00000183,34.92808365788315,23.286448871528982,27.088650582174743,28.43439437052896
WBGene00000184,9.081301751049619,10.026109930797201,11.066704811010412,10.05803883095241
WBGene00000186,29.80529805472695,17.68045192097571,24.776204800769584,24.08731825882408
WBGene00000187,13.039817898943042,5.605996950553274,9.745307221636036,9.463707357044116
WBGene00000192,24.56608550604448,16.171145049672905,21.96823492334903,20.901821826355473
WBGene00000196,13.621952626574426,9.918302297132715,12.222927701712994,11.921060875140045
WBGene00000197,366.8613053532993,242.02813757677114,277.3283190699475,295.40592066667267
WBGene00000198,23.983950778413092,13.260338940731783,15.030897579133546,17.42506243275947
WBGene00000199,23.285389105255433,13.368146574396267,20.81201203264645,19.155182570766048
WBGene00000200,10.711278988417497,8.624610693158882,16.68264456585152,12.006178082475964
WBGene00000201,24.449658560518202,14.985261079363559,22.628933718036215,20.687951119305993
WBGene00000202,9.779863424207281,8.301187792165425,7.763210837574469,8.614754017982392
WBGene00000203,13.389098735521872,8.40899542582991,9.084608426948847,10.294234196100211
WBGene00000204,28.757455544990457,19.297566425943,19.655789141943867,22.570270370959108
WBGene00000205,11.409840661575162,5.821612217882246,8.093560234918064,8.441671038125158
WBGene00000206,18.977592120783175,14.122800010047671,17.6736927578823,16.924694962904383
WBGene00000207,11.526267607101438,11.643224435764491,13.544325291087372,12.237939111317766
WBGene00000208,22.121119649992657,14.44622291104113,15.526421675148939,17.364588078727575
WBGene00000209,10.129144260786113,9.594879396139257,11.397054208354007,10.373692621759792
WBGene00000214,148.9100633281085,87.86322143655613,130.9835360467352,122.58560693713328
WBGene00000215,36.441633949724746,19.51318169327197,35.5125602144364,30.489125285811042
WBGene00000216,68.57547091497725,31.479829030029922,66.23505416739067,55.430118037465945
WBGene00000217,14.553368190784644,9.055841227816828,15.030897579133546,12.880035665911672
WBGene00000218,57.04920330787581,25.119178643825244,39.80710237990313,40.65849477720139
WBGene00000219,52.74140632340355,29.431483990404686,51.03898188958534,44.40395740113119
WBGene00000222,6.51990894947152,3.665459544592525,5.285590357497511,5.156986283853851
WBGene00000223,61.35700029234806,33.31255880232619,45.753391532087825,46.807650208920684
WBGene00000226,121.54973112943334,80.20887944637761,90.18538547480128,97.31466535020407
WBGene00000227,127.02179756916837,102.74067488225519,114.96159027557087,114.90802090899814
WBGene00000228,6.752762840524075,3.557651910928039,7.10251204288728,5.804308931446465
WBGene00000229,176.2703955267836,95.30194815940565,129.99248785470442,133.85494384696457
WBGene00000230,20.84042324920361,13.152531307067298,19.160265045928476,17.717739867399796
WBGene00000231,95.58652227707354,59.40200614913181,76.9714095810575,77.31997933575428
WBGene00000235,10.478425097364944,6.468458019869162,8.919433728277049,8.622105615170385
WBGene00000236,14.66979513631092,8.193380158500938,12.222927701712994,11.695367665508286
WBGene00000239,3.0271005836832057,3.9888824455859835,6.276638549528294,4.430873859599161
WBGene00000247,40.283723152091895,26.520677881463563,29.896620459595297,32.23367383105025
WBGene00000248,10.827705933943776,8.73241832682337,11.066704811010414,10.208943023925853
WBGene00000249,16.881907101310187,9.271456495145799,12.057753003041196,12.737038866499061
WBGene00000250,13.039817898943042,8.94803359415234,12.222927701712994,11.403593064936127
WBGene00000254,33.29810642051527,18.97414352494954,25.602078294128567,25.958109413197793
WBGene00000257,238.67523832886815,154.27272377387953,166.82644565851518,186.5914692537543
WBGene00000259,12.108402334732823,8.40899542582991,10.736355413666818,10.417917724743184
WBGene00000263,13.621952626574426,6.899688554527106,12.38810240038479,10.969914527162109
WBGene00000264,39.81801536998679,31.048598495371976,36.833957803810776,35.90019055638985
WBGene00000265,31.784556128673664,23.825487039851414,30.88766865162608,28.832570606717052
WBGene00000268,11.40984066157516,8.948033594152342,12.883626496400183,11.080500250709228
WBGene00000270,6.287055058418966,3.018613742605609,4.294542165466727,4.533403655497101
WBGene00000271,50.412867412878,30.832983228043005,42.284722859980086,41.1768578336337
WBGene00000273,3.725662256840869,1.8327297722962625,7.928385536246266,4.495592521794466
WBGene00000274,93.49083725760056,64.90019546602059,82.09182523988322,80.16095265450146
WBGene00000275,218.64980369834848,159.01625965511693,183.6742649230385,187.11344275883462
WBGene00000276,51.34428297708823,33.851596970648615,33.860813227718424,39.685564391818424
WBGene00000289,9.081301751049617,4.527920613908414,7.598036138902671,7.069086167953567
WBGene00000292,16.06691848262625,10.457340465455147,13.874674688430966,13.466311212170787
WBGene00000293,46.10507042840575,29.64709925773366,35.3473855157646,37.03318506730134
WBGene00000308,5.70492033078758,4.096690079250469,6.276638549528294,5.359416319855447
WBGene00000310,72.18470622629182,66.62511760465236,53.3514276709905,64.05375050064491
WBGene00000366,92.67584863891662,63.929926763040214,79.11868066379087,78.57481868858257
WBGene00000369,79.9853115765524,47.65097407970283,62.43603609793935,63.357440584731535
WBGene00000370,2.910673638156929,3.126421376270095,5.285590357497511,3.7742284573081784
WBGene00000371,37.373049513934966,25.442601544818704,24.611030102097786,29.14222705361715
WBGene00000375,16.649053210257634,9.055841227816828,15.691596373820737,13.798830270631733
WBGene00000376,81.38243492286773,57.677084010500025,77.79728307441648,72.28560066926143
WBGene00000377,85.57380496181369,48.621242782683204,65.7395300713753,66.6448592719574
WBGene00000378,62.87055058418966,35.684326742944876,54.50765056169308,51.020842629609206
WBGene00000379,59.6105961094539,38.27170995089254,55.829048151067454,51.2371180704713
WBGene00000380,67.87690924181958,39.24197865387292,55.33352405505207,54.15080398358152
WBGene00000381,81.84814270497284,39.45759392120189,62.105686700595754,61.137141108923494
WBGene00000382,48.20075544787874,33.2047511686617,36.17325900912359,39.192921875221344
WBGene00000383,37.489476459461244,27.059716049785997,38.81605418787234,34.455082232373194
WBGene00000386,60.309157782611564,37.8404794162346,48.23101201216478,48.79354973700365
WBGene00000387,8.033459241313123,6.576265653533648,6.772162645543686,7.1272958467968195
WBGene00000390,28.5246016539379,18.00387482196917,25.932427691472164,24.153634722459742
WBGene00000392,11.642694552627715,7.654341990178509,10.406006016323223,9.901014186376484
WBGene00000396,32.13383696525249,19.189758792278514,32.04389154232866,27.78916243328656
WBGene00000405,166.37410515705005,127.85985352608044,146.34478302321233,146.85958056878096
WBGene00000407,8.96487480552334,5.17476641589533,6.441813248200091,6.860484823206254
WBGene00000408,18.511884338678065,16.494567950666365,16.68264456585152,17.229698951731983
WBGene00000409,13.621952626574426,9.055841227816828,11.397054208354007,11.358282687581754
WBGene00000410,67.99333618734586,44.41674506976825,52.69072887630331,55.03360337780581
WBGene00000411,44.35866624551159,27.167523683450483,29.401096363579903,33.642428764180664
WBGene00000413,55.5356530160342,35.03748094095796,57.15044574044184,49.241193232478
WBGene00000415,35.27736449446198,16.171145049672905,30.392144555610685,27.28021803324852
WBGene00000416,18.51188433867807,16.925798485324307,17.01299396319511,17.483558929065833
WBGene00000417,28.17532081735907,22.531795435877584,27.088650582174743,25.931922278470466
WBGene00000418,47.152912938142244,31.695444297358893,37.82500599584156,38.891121077114235
WBGene00000419,68.10976313287213,37.94828704989908,40.96332527060571,49.00712515112564
WBGene00000420,19.90900768499339,7.762149623842994,15.856771072492531,14.509309460442973
WBGene00000421,59.959876946032736,33.52817406965516,39.97227707857492,44.48677603142094
WBGene00000423,20.141861576045947,13.799377109054213,18.995090347256678,17.645443010785613
