wbid,R1 rpm,R2 rpm,R3 rpm,mean
WBGene00000424,20.49114241262478,13.58376184172524,17.17816866186691,17.084357638738975
WBGene00000426,11.176986770522607,7.438726722849537,15.691596373820735,11.43576995573096
WBGene00000443,9.43058258762845,10.241725198126174,12.553277099056588,10.741861628270405
WBGene00000459,26.196062743412362,11.104186267442062,19.325439744600274,18.875229585151565
WBGene00000460,8.033459241313123,5.390381683224302,5.450765056169308,6.2915353269022445
WBGene00000464,29.80529805472695,17.46483665364674,28.410048171549118,25.226727626640937
WBGene00000465,250.90006760912723,140.79676956581875,189.6205540752232,193.7724637500564
WBGene00000466,31.31884834656855,20.483450396252348,22.95928311537981,24.920527286066903
WBGene00000467,30.620286673410888,20.160027495258888,27.418999979518336,26.066438049396037
WBGene00000472,23.75109688736054,16.710183217995336,18.499566251241287,19.653615452199052
WBGene00000473,128.8846286975888,75.78876646613368,101.4172649844835,102.03022004940199
WBGene00000474,93.95654503970566,54.335047366900966,67.55645175676506,71.94934805445723
WBGene00000475,25.613928015780974,19.513181693271974,16.68264456585152,20.603251424968153
WBGene00000477,10.944132879470052,24.795755742831787,24.94137949944138,20.227089373914406
WBGene00000479,288.9716787962199,136.80788712023278,161.21050590367406,195.6633572733756
WBGene00000480,38.304465078145185,21.130296198239265,29.896620459595297,29.777127245326582
WBGene00000482,7.4513245136817385,4.420112980243927,4.955240960153916,5.6088928180265265
WBGene00000496,156.82709562389533,79.99326417904864,138.91192158298145,125.24409379530847
WBGene00000498,76.9582109928692,39.565401554866376,54.672825260364874,57.06547926936682
WBGene00000499,129.23390953416765,107.48421076349257,125.69794568923767,120.80535532896596
WBGene00000500,10.59485204289122,7.86995725750748,12.883626496400183,10.449478598932961
WBGene00000502,30.969567509989723,16.81799085165982,25.767252992800366,24.518270451483303
WBGene00000506,12.923390953416764,4.420112980243927,7.763210837574469,8.368904923745054
WBGene00000507,11.759121498153991,7.762149623842994,11.397054208354007,10.30610844345033
WBGene00000508,99.77789231601952,66.94854050564582,79.61420475980626,82.11354586049053
WBGene00000509,9.081301751049619,5.929419851546731,6.937337344215482,7.316019648937278
WBGene00000517,59.26131527287507,43.01524583212993,48.23101201216478,50.16919103905659
WBGene00000518,7.451324513681738,6.2528427525401895,4.790066261482119,6.164744509234683
WBGene00000519,28.5246016539379,24.148909940844874,26.923475883502945,26.53232915942857
WBGene00000520,22.121119649992657,11.42760916843552,20.151313237959258,17.90001401879581
WBGene00000527,6.6363358949977975,4.420112980243927,3.9641927681231333,5.006880547788286
WBGene00000530,10.711278988417497,7.546534356514023,11.8925783043694,10.050130549766974
WBGene00000532,52.857833268929824,36.11555727760282,51.369331286928926,46.78090727782052
WBGene00000533,16.183345428152524,8.840225960487855,9.249783125620644,11.424451504753675
WBGene00000534,6.403482003945243,5.066958782230843,7.267686741559077,6.246042509245054
WBGene00000536,6.054201167366411,3.881074811921497,5.1204156588257135,5.018563879371207
WBGene00000537,26.778197471043747,15.847722148679447,19.655789141943867,20.760569587222353
WBGene00000541,3.609235311314592,7.438726722849537,3.3034939734359443,4.783818669200024
WBGene00000542,64.84980865813637,36.65459544592525,53.3514276709905,51.618610591684046
WBGene00000543,27.593186089727684,17.249221386317764,25.602078294128567,23.481495256724674
WBGene00000544,1.5135502918416028,2.3717679406186924,5.615939754841105,3.1670859957671333
WBGene00000546,5.239212548682472,3.018613742605609,2.97314457609235,3.7436569557934773
WBGene00000547,19.792580739467116,11.858839703093462,17.508518059210502,16.386646167257027
WBGene00000548,49.24859795761523,26.844100782457023,41.9543734626365,39.34902406756958
WBGene00000549,435.5532032138028,328.7054750430179,398.89689729239024,387.7185251830703
WBGene00000550,134.70597597390267,88.725682505872,100.59139149112451,108.00768332363306
WBGene00000552,50.06358657629917,27.70656185177291,34.686686721077415,37.48561171638317
WBGene00000564,20.3747154670985,11.42760916843552,15.691596373820735,15.831307003118253
WBGene00000565,18.279030447625512,10.026109930797201,18.995090347256678,15.766743575226464
WBGene00000566,38.304465078145185,33.74378933698413,38.48570479052875,36.844653068552695
WBGene00000567,60.77486556471668,34.49844277263553,53.186252972318705,49.486520436556965
WBGene00000585,18.8611651752569,8.840225960487855,13.379150592415574,13.693513909386775
WBGene00000592,53.20711410550866,34.60625040630002,41.4588493666211,43.0907379594766
WBGene00000597,29.80529805472695,12.290070237751408,35.01703611842101,25.70413480363312
WBGene00000608,13.156244844469317,10.241725198126174,17.012993963195115,13.470321335263534
WBGene00000609,46.45435126498459,24.903563376496272,56.32457224708285,42.56082896285457
WBGene00000647,13.50552568104815,12.613493138744865,20.316487936631056,15.478502252141356
WBGene00000656,11.759121498153991,10.34953283179066,15.691596373820735,12.600083567921795
WBGene00000657,3.958516147893423,8.301187792165425,5.450765056169308,5.903489665409386
WBGene00000665,8.499167023418233,6.899688554527106,3.9641927681231333,6.454349448689491
WBGene00000668,18.04617655657296,12.290070237751408,23.454807211395202,17.93035133523986
WBGene00000673,4.074943093419701,3.665459544592525,5.615939754841105,4.45211413095111
WBGene00000675,29.688871109200676,13.691569475389725,23.619981910067,22.3334741648858
WBGene00000677,4.074943093419701,3.0186137426056088,5.615939754841105,4.236498863622138
WBGene00000680,17.696895719994128,9.918302297132715,22.133409622020828,16.582869213049225
WBGene00000685,9.663436478681003,6.468458019869162,7.267686741559078,7.799860413369749
WBGene00000693,39.468734533407954,22.855218336871037,38.98122888654414,33.76839391894104
WBGene00000696,27.36033219867513,15.847722148679447,33.530463830374835,25.57950605924314
WBGene00000698,20.3747154670985,14.877453445699073,24.94137949944138,20.064516137412983
WBGene00000703,3.376381420262037,4.959151148566358,5.781114453512902,4.705549007447099
WBGene00000713,53.78924883314004,37.301441247912166,57.811144535129024,49.633944872060404
WBGene00000716,16.99833404683646,9.81049466346823,21.637885526005434,16.14890474543671
WBGene00000730,4.773504766577363,2.263960306954207,5.615939754841105,4.217801609457559
WBGene00000733,14.204087354205813,11.643224435764491,15.856771072492531,13.90136095415428
WBGene00000751,38.07161118709263,21.884949633890663,40.137451777246724,33.36467086607667
WBGene00000754,27.47675914420141,15.308683980357017,24.28068070475419,22.355374609770873
WBGene00000757,16.066918482626246,6.468458019869162,20.481662635302854,14.339013045932754
WBGene00000761,22.121119649992657,13.152531307067296,15.030897579133548,16.768182845397835
WBGene00000763,91.04587140154874,63.39088859471779,83.082873431914,79.17321114272683
WBGene00000764,8.848447859997064,4.204497712914955,7.267686741559077,6.773544104823699
WBGene00000765,17.58046877446785,13.799377109054213,19.986138539287463,17.121994807603176
WBGene00000766,6.752762840524075,5.498189316888787,6.441813248200091,6.230921801870984
WBGene00000767,18.279030447625512,17.249221386317764,15.856771072492531,17.128340968811937
WBGene00000770,13.738379572100705,7.654341990178509,8.423909632261658,9.938877064846958
WBGene00000772,116.65979941732971,84.952415327615,80.77042765050884,94.12754746515118
WBGene00000773,22.586827432097767,10.565148099119632,19.160265045928476,17.437413525715293
WBGene00000774,33.18167947498899,21.022488564574775,27.584174678190134,27.262780905917968
WBGene00000776,78.0060535026057,41.39813132716264,66.56540356473427,61.98986279816753
WBGene00000777,14.66979513631092,11.211993901106549,11.23187950968221,12.371222849033225
WBGene00000780,5.704920330787581,4.312305346579441,8.754259029605253,6.257161568990758
WBGene00000781,12.806964007890487,6.684073287198134,8.423909632261658,9.30498230911676
WBGene00000784,18.162603502099234,9.81049466346823,16.352295168507922,14.775131111358462
WBGene00000785,31.43527529209483,13.475954208060754,26.097602390143958,23.66961063009985
WBGene00000786,45.63936264630064,25.981639713141135,40.13745177724672,37.25281804556283
WBGene00000787,11.526267607101438,6.468458019869162,8.919433728277049,8.971386451749217
WBGene00000788,23.751096887360536,14.44622291104113,20.481662635302854,19.55966081123484
WBGene00000793,6.6363358949977975,3.557651910928039,2.8079698774205526,4.333985894448796
WBGene00000794,23.052535214202877,13.260338940731781,20.481662635302854,18.931512263412504
WBGene00000795,5.5884933852613035,4.527920613908414,6.441813248200091,5.519409082456602
WBGene00000796,58.0970458176123,41.50593896082712,55.66387345239566,51.75561941027836
WBGene00000798,19.559726848414563,15.524299247685988,20.646837333974652,18.576954476691736
WBGene00000800,49.36502490314152,32.450097733010296,41.6240240652929,41.146382233814904
WBGene00000801,66.7126397865568,44.847975604426196,56.654921644426445,56.07184567846982
WBGene00000802,87.08735525365532,48.29781988168975,79.77937945847806,71.72151819794105
WBGene00000804,82.43027743260421,54.65847026789442,67.39127705809327,68.16000825286396
WBGene00000812,12.574110116837932,11.535416802100006,17.343343360538707,13.817623426492213
WBGene00000813,18.04617655657296,12.936916039738325,13.04880119507198,14.677297930461089
WBGene00000814,11.642694552627715,9.055841227816828,12.718451797728385,11.138995859390976
WBGene00000815,21.538984922361273,17.033606118988793,18.82991564858488,19.134168896644983
WBGene00000816,17.23118793788902,10.133917564461687,18.169216853897694,15.178107452082799
WBGene00000817,35.1609375489357,19.944412227929917,30.22696985693889,28.4441065446015
WBGene00000818,31.784556128673664,24.903563376496272,32.20906624100046,29.632395248723466
WBGene00000819,8.382740077891954,8.624610693158882,6.772162645543686,7.926504472198175
WBGene00000822,5.821347276313857,3.881074811921497,8.589084330933455,6.097168806389604
WBGene00000829,837.226165279459,808.4494448499808,1206.7663484961504,950.81398620853
WBGene00000833,49.9471596307729,30.72517559437852,43.27577105201087,41.31603542572076
WBGene00000834,45.8722165373532,35.14528857462245,40.63297587326211,40.55016032841259
WBGene00000835,6.985616731576629,3.7732671782570115,6.441813248200091,5.733565719344578
WBGene00000836,62.986977529715936,41.50593896082712,54.342475863021285,52.945130784521446
WBGene00000837,64.267673930505,51.100818356966386,55.66387345239566,57.01078857995568
WBGene00000838,52.74140632340355,33.74378933698413,44.76234334005704,43.74917966681491
WBGene00000839,39.468734533407954,25.442601544818707,34.52151202240562,33.14428270021076
WBGene00000840,46.45435126498458,27.922177119101885,31.218018048969675,35.198182144352046
WBGene00000843,13.272671789995595,8.840225960487855,10.240831317651427,10.784576356044958
WBGene00000846,25.497501070254696,19.62098932693646,24.11550600608239,23.077998801091184
WBGene00000854,20.3747154670985,10.565148099119632,12.057753003041196,14.332538856419776
WBGene00000863,65.43194338576777,44.632360337097225,57.31562043911363,55.79330805399288
WBGene00000865,50.18001352182545,32.34229009934581,37.32948189982617,39.95059517366581
WBGene00000866,28.175320817359072,12.074454970422437,18.82991564858488,19.693230478788795
WBGene00000867,58.213472763138576,37.19363361424769,45.91856623075962,47.108557536048636
WBGene00000868,94.42225282181077,52.717932861933676,69.70372283949843,72.28130284108096
WBGene00000869,24.798939397097033,11.211993901106547,21.803060224677232,19.271331174293604
WBGene00000871,41.91370038945978,26.844100782457023,32.04389154232866,33.60056423808182
WBGene00000872,154.3821297678435,104.68121228821595,124.3765480998633,127.81329671864091
WBGene00000874,77.19106488392175,53.68820156491404,63.261909591298334,64.71372534671137
WBGene00000875,114.91339523443554,72.98576799085704,86.05601800800635,91.31839374443297
WBGene00000876,25.031793288149586,16.60237558433085,24.28068070475419,21.971616525744878
WBGene00000877,12.224829280259101,7.546534356514022,7.763210837574469,9.178191491449198
WBGene00000878,1.9792580739467116,5.605996950553274,1.486572288046175,3.023942437515387
WBGene00000879,15.601210700521138,16.925798485324307,14.535373483118153,15.687460889654531
WBGene00000880,26.19606274341236,20.052219861594402,24.445855403425988,23.564712669477586
WBGene00000881,37.72233035051379,21.561526732897207,34.19116262506202,31.158339902824338
WBGene00000883,74.51324513681737,50.238357287650494,65.7395300713753,63.49704416528106
WBGene00000885,17.696895719994128,10.34953283179066,15.030897579133546,14.35910871030611
WBGene00000887,7.800605350260568,5.390381683224302,5.781114453512902,6.324033828999258
WBGene00000888,6.6363358949977975,2.1561526732897205,4.790066261482119,4.527518276589879
WBGene00000889,45.057227918669255,24.148909940844874,34.52151202240562,34.57588329397325
WBGene00000890,9.547009533154727,6.899688554527106,6.441813248200091,7.629503778627307
WBGene00000891,37.60590340498752,24.47233284183833,30.061795158267092,30.713343801697647
WBGene00000892,12.923390953416764,5.390381683224302,10.07565661897963,9.4631430852069
WBGene00000894,58.213472763138576,34.39063513897104,44.92751803872884,45.84387531361282
WBGene00000896,13.738379572100705,7.438726722849536,13.04880119507198,11.408635830007407
WBGene00000898,52.9742602144561,32.450097733010296,38.48570479052875,41.303354245998385
WBGene00000900,5.5884933852613035,3.1264213762700948,4.955240960153916,4.556718573895105
WBGene00000911,65.54837033129404,37.40924888157665,52.52555417763151,51.827724463500736
WBGene00000912,45.173654864195534,25.981639713141135,38.48570479052875,36.54699978928847
WBGene00000913,110.72202519548956,65.654848901672,87.87293969339612,88.08327126351924
WBGene00000915,285.9445782125367,161.3880275957356,231.0794034418443,226.13733641670555
WBGene00000917,11.991975389206548,6.360650386204676,12.718451797728386,10.357025857713204
WBGene00000923,25.148220233675865,13.475954208060754,20.481662635302854,19.70194569234649
WBGene00000931,131.67887539021945,84.1977618919636,106.5376806433092,107.47143930849741
WBGene00000933,42.03012733498605,26.84410078245702,40.137451777246724,36.33722663156326
WBGene00000935,38.420892023671456,26.84410078245702,37.32948189982617,34.19815823531821
WBGene00000937,8.96487480552334,6.145035118875704,9.580132522964238,8.230014149121095
WBGene00000938,19.094019066309453,13.04472367340281,20.481662635302854,17.54013512500504
WBGene00000939,76.9582109928692,47.974396980696284,59.2977168231752,61.41010826558023
WBGene00000940,18.04617655657296,14.554030544705615,13.379150592415574,15.326452564564713
WBGene00000941,11.642694552627715,7.438726722849537,8.919433728277049,9.333618334584767
WBGene00000942,3.3763814202620375,2.4795755742831784,5.9462891521847,3.9340820489099717
WBGene00000962,537.5432074948217,310.80940785471324,387.49984308403623,411.95081947785707
WBGene00000965,10.478425097364944,6.576265653533648,10.406006016323225,9.15356558907394
WBGene00000970,13.156244844469317,8.624610693158882,10.571180714995021,10.78401208420774
WBGene00000975,17.696895719994124,9.271456495145799,10.901530112338616,12.623294109159511
WBGene00000976,10.59485204289122,7.007496188191592,8.25873493358986,8.62036105489089
WBGene00000985,18.628311284204344,11.211993901106549,16.847819264523316,15.562708149944735
WBGene00000987,27.127478307622575,17.14141375265328,21.637885526005434,21.968925862093766
WBGene00000994,20.84042324920361,14.230607643712156,17.838867456554098,17.63663278315662
WBGene00000995,10.59485204289122,9.487071762474772,8.754259029605253,9.612060944990416
WBGene00000996,12.690537062364209,8.085572524836453,10.901530112338616,10.55921323317976
WBGene00000998,15.950491537099971,10.241725198126174,36.999132502482574,21.06378307923624
WBGene00001001,38.18803813261891,20.591258029916833,27.25382528084654,28.677707147794095
WBGene00001002,35.74307227656709,21.777142000226178,25.602078294128567,27.707430856973946
WBGene00001005,45.057227918669255,24.6879481091673,35.18221081709281,34.975795614976455
WBGene00001007,69.8561673157663,44.201129802439276,62.60121079661114,58.8861693049389
WBGene00001008,4.0749430934197,7.438726722849536,8.423909632261658,6.645859816176965
WBGene00001016,81.61528881392029,48.621242782683204,59.1325421245034,63.1230245737023
WBGene00001017,68.10976313287213,39.99663208952432,60.45393971387777,56.186778312091405
WBGene00001018,16.649053210257634,9.918302297132715,15.196072277805342,13.921142595065229
WBGene00001019,15.601210700521136,12.182262604086922,14.20502408577456,13.996165796794207
WBGene00001020,14.436941245258367,9.918302297132715,15.856771072492533,13.40400487162787
WBGene00001022,8.382740077891956,5.821612217882246,4.790066261482119,6.3314728524187736
WBGene00001023,72.30113317181811,44.52455270343273,60.28876501520598,59.03815029681894
WBGene00001025,6.403482003945244,3.773267178257011,6.441813248200091,5.539520810134115
WBGene00001026,24.798939397097033,14.014992376383184,14.700548181789951,17.83815998509006
