wbid,rep 0,rep 1,rep 2
WBGene00003626,1.6725272509501246,3.0035492239795407,2.5842032886060036
WBGene00011304,5.677177985336325,5.2047764848127755,4.919365709599162
WBGene00017016,2.0062481454823082,2.155669093880814,1.6009770060825677
WBGene00006720,8.108573074070804,7.112506777534912,7.3774314159077505
WBGene00016508,1.3864807699225388,2.2861121908190793,1.4166220781094236
WBGene00009628,1.9585737319777103,2.970938449744974,3.0143647872100066
WBGene00001972,28.51322205403859,22.048241376966335,22.248728939074716
WBGene00001972,28.51322205403859,22.048241376966335,22.248728939074716
WBGene00001972,28.51322205403859,22.048241376966335,22.248728939074716
WBGene00001972,28.51322205403859,22.048241376966335,22.248728939074716
WBGene00001745,3.674852618143225,3.4274892890289044,3.5059779284717245
WBGene00012113,5.915550052859313,5.058028000757226,5.595333778834024
WBGene00004682,10.110898441263906,7.829943810695372,7.131624845276892
WBGene00008720,1.8155504914639176,2.025225996942548,1.7853319340557119
WBGene00003789,4.9620617827673605,3.6557647086708696,3.075816429867721
WBGene00185102,25.605082830258134,16.276134337448077,13.737676430981224
WBGene00008999,2.9883410636770193,2.9513719852042346,2.7316872309845186
WBGene00018636,1.8155504914639176,2.057836771177114,1.1708155074785647
WBGene00271775,1.7202016644547222,2.041531384059831,2.307670896646287
WBGene00011434,12.876014424530567,10.699691943337218,8.852270839692904
WBGene00003014,3.1265968628403527,2.8404953528067085,2.4920258246194313
WBGene00007350,2.6260155210420772,2.873106127041275,2.4613000032905736
WBGene00009588,3.2457828966018463,2.9220222883931246,2.783921127243576
WBGene00022418,3.055085242583456,2.873106127041275,2.27694507531743
WBGene00021051,6.010898879868509,4.56886638723873,4.36630092567973
WBGene00012471,3.1313643041908126,2.4817768362264783,2.344541882240916
WBGene00020390,2.76903876155587,3.0117019175381823,1.9543239513644273
WBGene00022836,2.57834110753748,2.7426630301030097,1.6931544700691397
WBGene00013876,3.5318293776294323,3.851429354078268,2.399848360632859
WBGene00004482,1.9585737319777103,2.6774414816338763,1.9082352193711412
WBGene00017702,2.9597364155742607,2.970938449744974,2.5842032886060036
WBGene00007924,4.676015301739775,3.394878514794338,3.32162300049858
WBGene00006431,3.913224685666213,2.7426630301030097,2.645654931263718
WBGene00020423,1.7202016644547222,2.025225996942548,1.3551704354517087
WBGene00016496,4.040356455011803,3.634024192514494,3.393316583599246
WBGene00017989,6.153922120382301,4.373201741831331,3.413800464485152
WBGene00016115,1.9108993184731127,2.0904475454116804,1.10936386482085
WBGene00219205,2.6736899345466747,2.6122199331647438,1.6009770060825677
WBGene00000648,2.220783006252997,2.9383276755104077,1.6009770060825677
WBGene00002125,8.871363690144365,7.503836068349709,6.209850205411172
WBGene00017925,2.149271385996101,2.025225996942548,1.3551704354517087
WBGene00255704,13.543456213594935,9.003931683139763,8.729367554377475
WBGene00001888,6.916712736455864,8.090830004571904,4.857914066941448
WBGene00013307,5.855957035978566,4.096010160837517,3.805554686428083
WBGene00016188,5.915550052859313,5.286303420399191,4.36630092567973
WBGene00006921,8.01322424706161,6.655955938250981,5.841140349464883
WBGene00011480,3.98473630592311,2.563303771812894,2.3537596286395734
WBGene00001907,2.6736899345466747,3.4601000632634706,2.154041790002
WBGene00003792,5.534154744822532,4.862363355349828,3.075816429867721
WBGene00001908,3.1504340695926514,3.5253216117326036,1.723880291397997
WBGene00021506,3.426945667919317,2.9318055206634943,1.8836545623080556
WBGene00003374,3.1504340695926514,3.10138154668324,3.1987197151831506
WBGene00011864,3.3093487812746463,3.025289740135916,2.9733970254381945
WBGene00008054,2.9120620020696633,3.0035492239795407,2.399848360632859
WBGene00002015,4.246945580198396,5.351524968868324,4.212671819035442
WBGene00001899,8.299270728089196,7.797333036460806,5.2880755655454506
WBGene00006369,2.292294626509894,2.220890642349947,2.0311385046865706
WBGene00004412,5.200433850290349,5.43305190445474,4.304849283022015
WBGene00001196,3.7225270316478225,3.677505224827245,2.6354129908207664
WBGene00003087,3.6271782046386276,3.231824643621506,2.7685582165791476
WBGene00018290,3.913224685666213,2.970938449744974,2.4305741819617164
WBGene00006496,2.6895814057148724,2.731792772024822,2.297428956203336
WBGene00006836,15.927176888824814,13.112889236695136,13.276789111048364
WBGene00044488,2.1015969724915036,2.01435573886436,1.2732349119080912
WBGene00003048,2.2160155649025377,2.220890642349947,1.7115899628664542
WBGene00002783,2.57834110753748,2.3513337392882123,2.154041790002
WBGene00019719,1.949038849276791,2.4948211459203047,2.0557191617496566
WBGene00004276,6.487643014914484,6.688566712485548,6.609285882686317
WBGene00001909,1.6248528374455269,2.0904475454116804,1.2322671501362792
WBGene00009975,2.2605116841734985,2.3513337392882123,2.1130740282301885
WBGene00011481,8.871363690144367,6.819009809423814,5.1651722802300215
WBGene00003564,2.4829922805282845,2.416555287757345,2.399848360632859
WBGene00016603,2.4829922805282845,2.64483070739931,2.553477467277146
WBGene00015171,2.76903876155587,3.264435417856072,2.7685582165791476
WBGene00013356,2.6736899345466747,3.0035492239795407,1.723880291397997
WBGene00012717,3.436480550620237,3.329656966325205,2.9529131445522916
WBGene00012420,6.821363909446668,5.677632711213988,5.226623922887735
WBGene00021469,2.76903876155587,3.0361599982141074,2.7685582165791476
WBGene00007047,9.157410171171952,8.677823940794099,8.545012626404331
WBGene00003040,2.292294626509894,2.28611219081908,2.4305741819617164
WBGene00005228,3.97996886457265,4.076443696296777,3.038945444273092
WBGene00012140,3.3411317236110416,3.492710837498037,3.567429571129439
WBGene00219275,7.96554983355701,6.558123615547282,7.024084470625892
WBGene00020021,3.77020144515242,3.720986257140002,2.522751645948289
WBGene00003963,1.338806356417941,2.3513337392882123,1.969686862028856
WBGene00007048,3.436480550620237,3.362267740559772,2.9529131445522916
WBGene00011977,3.500046435293037,3.4818405794198464,3.2396874769549626
WBGene00006607,2.8643875885650654,3.362267740559772,2.215493432659715
WBGene00044897,3.913224685666213,2.970938449744974,1.7853319340557119
WBGene00020824,2.57834110753748,2.6122199331647438,1.7853319340557119
WBGene00019513,2.435317867023687,2.579609158930177,2.27694507531743
WBGene00001946,3.3411317236110416,2.579609158930177,1.6009770060825677
WBGene00006753,3.3411317236110416,3.623153934436303,3.874687784418013
WBGene00004745,3.7225270316478225,3.1339923209178067,2.8300098592368625
WBGene00013438,4.103922339684604,4.764531032646128,3.0143647872100066
WBGene00021248,2.6736899345466747,2.546998384695611,1.969686862028856
WBGene00000371,4.3899688207121885,2.970938449744974,2.399848360632859
WBGene00010051,4.866712955758166,4.943890290936244,3.936139427075727
WBGene00004245,5.2957826772995436,5.123249549226359,3.659607035116011
WBGene00003825,2.7571201581797204,3.0117019175381823,2.0618643260154284
WBGene00022667,3.8655502721616157,4.242758644893065,3.2294455365120083
WBGene00002007,6.106247706877704,6.215710486084334,4.888639888270305
WBGene00018622,2.1492713859961015,2.123058319646247,2.0311385046865706
WBGene00018878,2.0062481454823082,2.0904475454116804,2.27694507531743
WBGene00012193,26.320199032827098,21.135139698398476,19.360501734162124
WBGene00007955,7.631828939024827,6.1341835504979185,5.7796887068071685
WBGene00000221,2.76903876155587,2.3513337392882123,3.075816429867721
WBGene00020379,3.436480550620237,3.329656966325205,3.3984375538207234
WBGene00007697,2.387643453519089,2.2861121908190793,1.8467835767134264
WBGene00006974,15.45043275377884,13.3411646563371,11.679046401947781
WBGene00006684,2.451209338191889,2.536128126617423,1.6112189465255191
WBGene00006684,0.4806669133351841,0.5251303821524923,0.5562990809014174
WBGene00001840,2.57834110753748,2.155669093880814,1.6009770060825677
WBGene00001893,3.8655502721616157,4.307980193362199,2.0311385046865706
WBGene00271830,4.103922339684604,5.02541722652266,3.1065422511965783
WBGene00003931,3.2934573101064437,2.64483070739931,2.9529131445522916
WBGene00006706,1.9108993184731127,2.155669093880814,1.539525363424853
WBGene00003932,2.76903876155587,2.123058319646247,2.4613000032905736
WBGene00219206,7.727177766034023,5.4493572915720225,4.919365709599162
WBGene00020160,3.913224685666213,3.9166509025474006,3.5059779284717245
WBGene00018519,3.3888061371156395,3.4274892890289044,2.645654931263718
WBGene00001885,8.77601486313517,9.232207102781729,4.735010781626018
WBGene00001082,13.63880504060413,9.721368716300224,9.098077410323764
WBGene00016643,4.246945580198396,2.9383276755104077,1.7853319340557119
WBGene00011730,2.149271385996101,2.3513337392882123,1.5087995420959954
WBGene00003163,7.631828939024827,9.069153231608897,9.58969055158548
WBGene00019808,3.3411317236110416,3.0035492239795407,2.3383967179751446
WBGene00000564,5.009736196271959,4.471034064535031,2.3383967179751446
WBGene00000231,2.733282951427422,2.1638217874394554,1.6163399167469963
WBGene00006481,7.155084803978852,5.449357291572023,3.843961963089155
WBGene00011292,2.387643453519089,2.220890642349947,1.8467835767134264
WBGene00017046,3.8655502721616157,2.416555287757345,2.399848360632859
WBGene00003920,2.2446202130052963,2.4491660619919116,1.723880291397997
WBGene00001329,15.974851302329412,11.091021234152016,9.743319658229769
WBGene00011232,2.9120620020696633,3.248130030738789,3.313941545166366
WBGene00012825,11.350433192383443,8.808267037732366,7.070173202619177
WBGene00009563,14.163223589154704,11.51496129920138,10.910900868726348
WBGene00011323,4.223108373446097,4.601477161473296,2.645654931263718
WBGene00002062,2.1969457995006985,2.123058319646247,1.9389610406999984
WBGene00008050,2.9120620020696633,3.0035492239795407,2.399848360632859
WBGene00000066,2.51477522286468,2.5578686427737987,2.420332241518762
WBGene00002368,2.76903876155587,2.025225996942548,1.6931544700691397
WBGene00019862,2.76903876155587,3.329656966325205,2.4920258246194313
WBGene00022114,9.157410171171952,9.003931683139765,6.824366631988319
WBGene00021047,11.541130846401833,9.564836999974307,8.83383534689559
WBGene00002210,14.973688618732861,13.960769366793862,10.818723404739774
WBGene00019594,13.352758559576543,9.199596328547162,8.114851127800327
WBGene00004955,2.57834110753748,2.2861121908190793,1.2629929714651367
WBGene00023068,3.57950379113403,3.10138154668324,2.522751645948289
WBGene00001901,5.6295035718317274,4.373201741831331,1.969686862028856
WBGene00004147,4.199271166693799,4.340590967596764,3.8900506950824414
WBGene00044949,2.9597364155742607,2.318722965053646,2.7071065739214326
WBGene00003511,2.0062481454823082,2.6774414816338763,2.7071065739214326
WBGene00002002,4.151596753189201,3.5579323859671703,2.4613000032905736
WBGene00021863,8.108573074070804,9.199596328547162,5.5338821361763095
WBGene00003046,2.149271385996101,2.546998384695611,1.4780737207671382
WBGene00015638,4.77136412874897,4.797141806880695,2.645654931263718
WBGene00001927,3.913224685666213,4.307980193362199,2.215493432659715
WBGene00020234,4.77136412874897,3.9166509025474006,3.1987197151831506
WBGene00009260,2.57834110753748,2.0904475454116804,2.27694507531743
WBGene00000040,3.436480550620237,3.5253216117326036,2.891461501894577
WBGene00011333,3.3411317236110416,2.546998384695611,1.723880291397997
WBGene00013306,3.1504340695926514,2.4491660619919116,1.7546061127268544
WBGene00001887,7.965549833557011,7.569057616818841,4.857914066941448
WBGene00006794,7.965549833557011,9.395260973954562,6.578560061357459
WBGene00012216,2.57834110753748,2.0904475454116804,1.6009770060825677
WBGene00011920,6.296945360896094,5.645021936979422,4.489204210995159
WBGene00002981,5.724852398840922,5.873297356621387,4.82718824561259
WBGene00008606,2.387643453519089,2.5143876104610445,2.0925901473442856
WBGene00000881,3.055085242583456,3.492710837498037,3.1372680725254356
WBGene00011234,1.338806356417941,2.18827986811538,1.2937187927939942
WBGene00005475,2.57834110753748,2.253501416584513,2.0311385046865706
WBGene00006888,3.1822170119290463,2.8078845785721422,1.7853319340557119
WBGene00019598,2.4829922805282845,2.416555287757345,1.969686862028856
WBGene00001331,3.2457828966018463,3.8188185798437013,3.2294455365120083
WBGene00020050,15.879502475320217,13.308553882102533,13.184611647061793
WBGene00022396,2.6736899345466747,2.546998384695611,2.0925901473442856
WBGene00001976,2.8643875885650654,2.123058319646247,2.2462192539885724
WBGene00009692,9.252758998181147,9.166985554312596,7.715415450525182
WBGene00001102,2.1969457995006985,2.2861121908190793,1.2937187927939942
WBGene00010581,3.2457828966018463,2.9383276755104077,1.4166220781094236
WBGene00008939,3.1504340695926514,2.9383276755104077,2.3383967179751446
WBGene00000554,2.9597364155742607,3.5579323859671703,3.1987197151831506
WBGene00000802,11.541130846401833,9.721368716300224,8.176302770458042
WBGene00013573,5.915550052859313,5.221081871930059,3.260171357840865
WBGene00006702,9.348107825190343,8.433243134034852,7.730778361189611
WBGene00206384,3.2934573101064437,3.688375482905436,2.9529131445522916
WBGene00002017,4.676015301739775,5.090638774991793,4.6735591389683036
WBGene00006727,2.6736899345466747,4.079704773720234,2.891461501894577
WBGene00013966,2.2446202130052963,2.3513337392882123,2.4920258246194313
WBGene00010221,5.438805917813337,7.210339100238611,7.5003347012231805
WBGene00001858,2.387643453519089,2.416555287757345,3.475252107142867
WBGene00008768,1.8155504914639176,2.025225996942548,1.2425090905792306
WBGene00010785,5.152759436785751,4.242758644893065,3.1987197151831506
WBGene00011729,2.149271385996101,2.546998384695611,1.6931544700691397
WBGene00004699,1.4341551834271364,2.155669093880814,2.3383967179751446
WBGene00002016,2.935899208821962,3.867734741195551,2.184767611330858
WBGene00022608,16.2132233698524,12.721559945880337,12.72372432712893
WBGene00012640,2.6736899345466747,2.6122199331647438,1.4166220781094236
WBGene00000095,4.866712955758166,4.797141806880695,4.028316891062299
WBGene00010501,2.6736899345466747,2.7426630301030097,2.4613000032905736
WBGene00018953,2.1015969724915036,2.7426630301030097,2.4305741819617164
WBGene00206474,7.965549833557011,8.221273101510171,7.5003347012231805
WBGene00022139,16.07020012933861,11.009494298565599,11.049167064706204
WBGene00007030,34.472523742113296,27.429019125669797,19.51413084080641
WBGene00019729,2.4829922805282845,2.155669093880814,2.0925901473442856
WBGene00004134,7.536480112015632,7.112506777534911,7.8690445571694685
WBGene00002134,2.9597364155742607,2.9057169012758415,3.1987197151831506
WBGene00015429,4.9620617827673605,4.56886638723873,2.891461501894577
WBGene00022458,1.6248528374455269,2.2861121908190793,1.6009770060825677
WBGene00001325,3.0074108290788586,3.3785731276770545,2.5227516459482886
WBGene00022794,5.152759436785751,3.720986257140002,2.522751645948289
WBGene00017993,6.153922120382301,4.373201741831331,3.413800464485152
