wbid,rep 0,rep 1,rep 2
WBGene00000940,3.283365428066944,3.480561195008661,3.5976827432456995
WBGene00077582,2.314439190632613,2.3640280571983574,3.3035915067332136
WBGene00001735,1.7181768906730241,1.662207227717595,1.6370744998291278
WBGene00001925,1.7554432844204984,1.9174148020742359,1.898488932284671
WBGene00010414,1.3455129531982815,1.0879901854151532,1.5390440876582994
WBGene00020035,1.6436441031780757,1.5346034405392746,1.898488932284671
WBGene00021960,8.57519334020829,7.5638823847149155,11.668853345310584
WBGene00008140,2.2026400093901897,1.7260091213067554,3.4669755270179285
WBGene00009451,3.581496578046738,4.086679184105683,6.146473459687242
WBGene00001922,7.9789310402487015,10.307363809048804,9.871629122178728
WBGene00012230,0.8734719657302764,1.0029209939629415,1.3974446034115449
WBGene00015641,2.314439190632613,2.300226163609197,2.9441466621068426
WBGene00249815,3.246099034319469,4.182382024489423,4.708694081181757
WBGene00017122,2.5380375531174586,3.448660248214081,3.7283899594734713
WBGene00013160,6.376476109107308,6.25594356613713,6.244503871858071
WBGene00022368,0.972849015723539,1.0879901854151532,1.3103064592596994
WBGene00001875,2.314439190632613,3.19345267385744,2.878793053992957
WBGene00022124,1.6436441031780757,1.8536129084850756,2.355964189081871
WBGene00002226,1.270980165703333,1.2793958661826337,1.114245634918042
WBGene00001914,0.972849015723539,1.4708015469501143,1.441013675487471
WBGene00001924,2.239906403137664,2.8425422591170584,2.5520250134235285
WBGene00009267,1.6436441031780757,1.4708015469501143,1.3103064592596994
WBGene00017435,2.9852342780871495,2.236424270020037,2.6827322296513
WBGene00006703,2.9479678843396755,3.7836201895571717,4.806724493352585
WBGene00044180,1.4945785281881785,1.8536129084850756,1.5717208917152423
WBGene00006817,2.4635047656225098,2.619235631554998,2.2252569728540994
WBGene00020286,1.6684883656763894,1.5984053341284348,2.0836574886073485
WBGene00001890,4.252291665501274,5.171311375121407,5.754351811003929
WBGene00022315,2.090840828147767,3.0658488866791194,3.1402074864485
WBGene00001886,4.177758878006325,5.2989151622997275,5.623644594776157
WBGene00001892,2.239906403137664,2.938245099500799,2.7480858377651853
WBGene00008339,1.3455129531982815,1.5027024937446944,1.8494737261992564
WBGene00000275,1.5318449219356527,1.2155939725934737,1.375660067373585
WBGene00021015,3.0597670655820983,3.512462141803241,4.381926040612329
WBGene00001928,1.0846481969659614,1.2155939725934737,1.4736904795444137
WBGene00001935,7.047271196561844,8.8718212032927,8.6299105680149
WBGene00020695,1.4200457406932299,1.4069996533609541,1.5390440876582994
WBGene00008330,2.0163080406528184,2.4278299507875176,3.270914702676271
WBGene00001884,2.72436952185483,4.278084864873164,5.002785317694243
WBGene00010082,1.270980165703333,1.2155939725934737,1.114245634918042
WBGene00001930,6.115611352874988,7.244872916769114,7.126777581395529
WBGene00013406,1.7181768906730241,1.981216695663396,1.898488932284671
WBGene00018427,0.8237834407336418,1.0560892386205731,1.114245634918042
WBGene00001929,6.7118736528345755,8.68041552252522,8.1724353112177
WBGene00018426,1.55047811880939,1.70208341121082,2.6827322296513
WBGene00007785,2.3517055843800874,1.981216695663396,3.009500270220728
WBGene00022830,2.239906403137664,2.268325216814617,3.205561094562386
WBGene00013556,5.742947415400245,5.745528417423849,5.950412635345585
WBGene00001940,8.612459733955765,10.785878010967505,10.10036675057733
WBGene00019631,1.4945785281881785,1.5984053341284348,1.5717208917152423
WBGene00001921,9.469586790147673,12.444727244285671,12.15900540616473
WBGene00007533,1.94177525315787,1.662207227717595,1.865812128227728
WBGene00002985,1.1964473782083844,1.2155939725934737,1.5063672836013564
WBGene00001919,7.084537590309319,9.190830671238501,8.237788919331585
WBGene00016129,1.5691113156831271,1.7898110148959154,2.1108881586547996
WBGene00000097,1.270980165703333,1.0241882918259928,1.0488920268041566
WBGene00000225,1.1467588532117496,1.1517920790043135,1.2449528511458137
WBGene00001895,1.7181768906730241,1.9174148020742359,1.898488932284671
WBGene00010362,1.7927096781679728,2.045018589252556,2.617378621537414
WBGene00001912,1.1964473782083844,1.9174148020742359,2.0291961485124426
WBGene00001934,4.252291665501274,5.554122736656368,5.166169337978956
WBGene00012479,1.1591809844609102,1.2793958661826337,2.0945497566263285
WBGene00001917,4.177758878006325,5.490320843067208,5.623644594776157
WBGene00001918,3.357898215561892,4.788500013586446,4.9701085136372996
WBGene00001894,1.1964473782083844,1.8536129084850756,1.6370744998291278
WBGene00001933,4.774021177965914,5.873132204602169,4.937431709580357
WBGene00011625,2.2026400093901897,2.3321271104037775,3.5976827432456995
WBGene00001046,1.6436441031780757,1.8536129084850756,2.355964189081871
WBGene00001936,6.264676927864885,8.61661362893606,8.074404899046872
WBGene00001598,1.3082465594508073,1.343197759771794,1.5063672836013564
WBGene00004887,1.7554432844204984,1.5984053341284348,1.6370744998291278
WBGene00006684,1.221291640706698,1.1943266747304222,1.0924610988800825
WBGene00006684,0.4511195032588991,0.5775750367018715,0.460709553779185
WBGene00001938,4.550422815481069,5.107509481532246,5.8850590272317
WBGene00001775,1.7927096781679728,1.7260091213067554,1.898488932284671
WBGene00006571,5.742947415400245,5.745528417423849,5.950412635345585
WBGene00016794,1.4945785281881785,1.2793958661826337,1.2449528511458137
WBGene00001942,5.072152327945709,6.638754927672092,6.440564696199729
WBGene00001891,1.7927096781679728,2.651136578349578,2.4866714053096426
WBGene00001225,1.0473818032184872,1.0241882918259928,1.2449528511458137
WBGene00001931,9.506853183895148,12.09381682954529,12.159005406164729
WBGene00020320,0.8983162282285904,1.0241882918259928,1.114245634918042
WBGene00009266,4.0286933030164285,3.9590753969273624,6.996070365167757
WBGene00001941,3.730562153036635,4.405688652051484,4.022481195985957
WBGene00001939,9.09692285267293,12.41282629749109,12.355066230506385
WBGene00001900,3.3578982155618924,4.501391492435225,4.5126332568400995
WBGene00002120,5.519349052915399,6.12833977895881,10.361781183032871
WBGene00001932,7.941664646501227,10.530670436610865,10.59051881143147
WBGene00001047,1.7181768906730241,1.981216695663396,1.898488932284671
WBGene00001663,2.5753039468649326,3.002046993089959,3.9571275878720713
WBGene00001877,2.5380375531174586,3.3210564610357602,2.8134394458790712
WBGene00001920,6.264676927864885,7.276773863563694,6.865363148939985
WBGene00001880,2.1653736156427157,2.938245099500799,2.4213177971957567
WBGene00021245,1.81134287504171,2.1088204828417165,1.751443314028428
WBGene00004493,3.283365428066944,3.9909763437219423,4.577986864953985
WBGene00007797,1.4200457406932299,1.2793958661826337,1.6370744998291278
WBGene00004269,1.4200457406932299,1.5346034405392746,2.159903364740214
WBGene00000562,2.314439190632613,2.3640280571983574,3.3035915067332136
WBGene00011912,4.0286933030164285,4.437589598846065,6.146473459687242
WBGene00001937,5.146685115440657,6.032636938575069,5.8850590272317
WBGene00019247,5.742947415400245,6.31974545972629,7.878344074705214
WBGene00001902,2.1653736156427157,3.2572545674466,2.7480858377651853
WBGene00004030,1.3827793469457557,1.5824548607311448,2.3723025911103424
WBGene00001879,2.8734350968447266,2.938245099500799,3.107530682391557
WBGene00235095,1.5691113156831271,1.5984053341284348,2.2252569728540994
WBGene00001876,2.0163080406528184,2.491631844376678,2.159903364740214
WBGene00004917,6.227410534117411,5.809330311013009,7.747636858477442
WBGene00007784,3.022500671834624,3.2253536206520197,4.774047689295642
WBGene00019248,5.742947415400245,6.31974545972629,7.878344074705214
WBGene00016178,1.8672424656629212,1.5027024937446944,1.441013675487471
